apogee,nom,prenom,mark,rattrapage
42916912,Tawfik,Hiba,17.84,False
86571027,Boussaid,Nabil,11.86,True
48314954,El-Solh,Marwa,12.00,True
24765703,Maki,Khalid,13.03,False
18808852,Hammani,Brahim,12.00,True
84232651,El-Khoury,Sana,16.67,False
73344998,El-Atmani,Samia,14.32,False
45630758,Marhaba,Hiba,9.07,True
32104335,Rabi,Faycal,13.23,False
14821288,Shami,Badr,14.56,False
13460694,El-Mekki,Mouna,15.20,False
82887662,Haddad,Imane,15.23,False
63423310,Chebbi,Nawel,13.25,False
29808454,Badi,Simo,9.48,True
39820660,Arbi,Dari,12.00,True
21792693,Ibrahim,Hajar,12.00,True
86296103,Benbrahim,Jana,13.49,False
87382499,Moussaoui,Hassan,11.98,True
96179908,Rahmouni,Hossam,14.55,False
91582485,El-Kherfi,Imad,12.00,True
32401798,Hibiri,Reda,12.00,True
11080710,Benno,Imad,14.15,False
11239483,Khabir,Samir,12.75,False
30045450,Hafidi,Salma,12.00,True
26719390,Essamadi,Soufiane,12.00,True
12264713,Al-Hossaini,Aicha,12.00,True
27394359,Djamel,Nasser,12.36,False
98959545,Marhaba,Rachida,12.81,False
43597017,Nadi,Kenza,14.45,False
24249276,Zarrouk,Fatima,12.00,True
15081603,Saghir,Kawtar,10.88,True
87864056,Aziz,Laila,12.94,False
47760602,Al-Karim,Aziz,13.18,False
64326138,Koulak,Zaid,12.43,False
69826039,El-Morabit,Wiam,9.07,True
36850169,Brouz,Hiba,13.27,False
79699714,Heraichi,Loubna,10.72,True
61710269,Oumahdi,Zaid,11.15,True
66235790,El-Attari,Rida,14.29,False
82762957,El-Mekki,Rania,14.41,False
11202232,El-Bay,Dari,13.63,False
57029277,El-Boughaz,Soufiane,12.51,False
23214183,Hasnaoui,Lahcen,12.00,True
65062657,El-Fassi,Rim,12.00,True
75268857,Zahiri,Leila,11.09,True
37429265,Khabir,Zaid,10.22,True
96181577,Khabir,Fatiha,12.00,True
73214757,Goussar,Nasser,12.00,True
12661105,Bennani,Ahmed,9.47,True
38678594,Anissi,Meryem,11.04,True
19889540,Omar,Amina,12.35,False
37633984,Rkia,Adil,11.26,True
24931511,El-Khoury,Walid,13.52,False
81947282,Lahiji,Khalid,13.41,False
24829753,Omar,Abdelaziz,16.81,False
98285652,El-Ouarzazi,Hana,13.83,False
18976276,Nadi,Wiam,10.26,True
98920700,El-Saadi,Hanane,9.03,True
28291458,Anissi,Mohcine,14.15,False
17278340,Maddouri,Malak,12.72,False
51763068,Ait-Lahcen,Samira,12.28,False
20000154,El-Hariri,Ismail,14.32,False
96525219,Chafik,Imane,13.84,False
44094596,Benkirane,Chafia,12.00,True
63086119,Khiari,Amina,10.93,True
71278102,Hasnaoui,Asmaa,16.70,False
36141545,Rizki,Abdelkader,19.09,False
27845587,Anouar,Leila,14.09,False
24538085,El-Ayadi,Dari,12.00,True
53434841,Sabri,Zaki,12.00,True
