apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
42916912,Tawfik,Hiba,13.09,False,14.17,12.00
86571027,Boussaid,Nabil,12.71,False,13.41,12.00
48314954,El-Solh,Marwa,14.57,False,15.00,14.13
24765703,Maki,Khalid,13.46,False,14.11,12.80
18808852,Hammani,Brahim,11.69,True,12.34,11.04
84232651,El-Khoury,Sana,12.56,False,13.12,12.00
73344998,El-Atmani,Samia,12.70,False,12.66,12.73
45630758,Marhaba,Hiba,12.45,False,12.00,12.90
32104335,Rabi,Faycal,12.14,False,12.29,12.00
14821288,Shami,Badr,9.55,True,11.91,7.19
13460694,El-Mekki,Mouna,13.01,False,12.00,14.02
82887662,Haddad,Imane,10.92,True,11.97,9.87
63423310,Chebbi,Nawel,12.00,True,6.67,17.33
29808454,Badi,Simo,14.18,False,15.68,12.68
39820660,Arbi,Dari,14.10,False,13.94,14.26
21792693,Ibrahim,Hajar,11.91,True,11.57,12.25
86296103,Benbrahim,Jana,14.21,False,14.30,14.13
87382499,Moussaoui,Hassan,11.16,True,10.33,12.00
96179908,Rahmouni,Hossam,13.00,False,12.00,14.01
91582485,El-Kherfi,Imad,12.14,False,12.29,12.00
32401798,Hibiri,Reda,12.52,False,14.22,10.81
11080710,Benno,Imad,12.45,False,10.46,14.43
11239483,Khabir,Samir,11.90,True,13.81,9.99
30045450,Hafidi,Salma,11.56,True,11.76,11.37
26719390,Essamadi,Soufiane,11.30,True,10.32,12.29
12264713,Al-Hossaini,Aicha,16.27,False,14.17,18.36
27394359,Djamel,Nasser,12.03,False,11.44,12.62
98959545,Marhaba,Rachida,10.32,True,8.64,12.00
43597017,Nadi,Kenza,13.45,False,14.27,12.62
24249276,Zarrouk,Fatima,12.00,False,12.00,12.00
15081603,Saghir,Kawtar,12.89,False,14.02,11.77
87864056,Aziz,Laila,13.11,False,14.21,12.00
47760602,Al-Karim,Aziz,11.81,True,12.45,11.17
64326138,Koulak,Zaid,12.00,False,12.00,12.00
69826039,El-Morabit,Wiam,15.41,False,12.83,17.98
36850169,Brouz,Hiba,14.36,False,18.06,10.67
79699714,Heraichi,Loubna,13.29,False,14.59,12.00
61710269,Oumahdi,Zaid,14.27,False,14.54,14.00
66235790,El-Attari,Rida,13.95,False,15.89,12.00
82762957,El-Mekki,Rania,13.69,False,15.38,12.00
11202232,El-Bay,Dari,15.43,False,15.10,15.75
57029277,El-Boughaz,Soufiane,10.21,True,8.42,12.00
23214183,Hasnaoui,Lahcen,9.75,True,8.63,10.87
65062657,El-Fassi,Rim,13.48,False,12.99,13.96
75268857,Zahiri,Leila,12.54,False,13.07,12.00
37429265,Khabir,Zaid,10.55,True,10.77,10.34
96181577,Khabir,Fatiha,11.62,True,9.59,13.64
73214757,Goussar,Nasser,13.18,False,14.36,12.00
12661105,Bennani,Ahmed,13.85,False,12.00,15.70
38678594,Anissi,Meryem,14.14,False,14.08,14.21
19889540,Omar,Amina,11.36,True,11.68,11.03
37633984,Rkia,Adil,11.75,True,11.50,12.00
24931511,El-Khoury,Walid,13.11,False,13.94,12.29
81947282,Lahiji,Khalid,14.94,False,15.50,14.38
24829753,Omar,Abdelaziz,12.87,False,13.30,12.43
98285652,El-Ouarzazi,Hana,11.88,True,12.85,10.90
18976276,Nadi,Wiam,13.45,False,14.60,12.30
98920700,El-Saadi,Hanane,12.00,True,12.00,12.00
28291458,Anissi,Mohcine,11.82,True,12.00,11.63
17278340,Maddouri,Malak,13.29,False,14.59,12.00
51763068,Ait-Lahcen,Samira,13.83,False,11.03,16.63
20000154,El-Hariri,Ismail,12.00,False,10.01,13.98
96525219,Chafik,Imane,12.00,False,12.00,12.00
44094596,Benkirane,Chafia,12.00,True,12.00,12.00
63086119,Khiari,Amina,6.13,True,8.47,3.80
71278102,Hasnaoui,Asmaa,13.06,False,13.44,12.68
36141545,Rizki,Abdelkader,13.69,False,15.57,11.80
27845587,Anouar,Leila,11.91,True,12.27,11.55
24538085,El-Ayadi,Dari,13.20,False,12.00,14.40
53434841,Sabri,Zaki,12.95,False,12.00,13.90
