apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
42916912,Tawfik,Hiba,14.26,False,11.96,16.56
86571027,Boussaid,Nabil,13.29,False,13.18,13.41
48314954,El-Solh,Marwa,11.99,True,11.98,12.00
24765703,Maki,Khalid,14.34,False,13.32,15.37
18808852,Hammani,Brahim,10.79,True,11.61,9.97
84232651,El-Khoury,Sana,11.34,True,10.69,12.00
73344998,El-Atmani,Samia,11.82,True,11.64,12.00
45630758,Marhaba,Hiba,16.62,False,20.00,13.23
32104335,Rabi,Faycal,13.79,False,13.89,13.70
14821288,Shami,Badr,13.27,False,14.04,12.51
13460694,El-Mekki,Mouna,12.59,False,13.17,12.00
82887662,Haddad,Imane,8.43,True,8.70,8.15
63423310,Chebbi,Nawel,13.72,False,10.20,17.25
29808454,Badi,Simo,12.22,False,10.37,14.08
39820660,Arbi,Dari,11.52,True,11.03,12.00
21792693,Ibrahim,Hajar,14.14,False,14.82,13.46
86296103,Benbrahim,Jana,14.65,False,13.60,15.70
87382499,Moussaoui,Hassan,12.88,False,13.47,12.28
96179908,Rahmouni,Hossam,16.42,False,16.35,16.49
91582485,El-Kherfi,Imad,16.80,False,15.24,18.35
32401798,Hibiri,Reda,14.09,False,13.85,14.34
11080710,Benno,Imad,13.85,False,16.14,11.56
11239483,Khabir,Samir,13.99,False,15.98,12.00
30045450,Hafidi,Salma,14.91,False,12.72,17.11
26719390,Essamadi,Soufiane,13.34,False,14.69,12.00
12264713,Al-Hossaini,Aicha,14.77,False,12.00,17.54
27394359,Djamel,Nasser,14.23,False,11.73,16.74
98959545,Marhaba,Rachida,9.88,True,11.03,8.74
43597017,Nadi,Kenza,14.30,False,15.10,13.51
24249276,Zarrouk,Fatima,12.12,False,12.25,12.00
15081603,Saghir,Kawtar,13.47,False,12.00,14.95
87864056,Aziz,Laila,12.23,False,14.91,9.56
47760602,Al-Karim,Aziz,12.50,False,12.00,12.99
64326138,Koulak,Zaid,14.50,False,14.40,14.60
69826039,El-Morabit,Wiam,16.18,False,13.92,18.44
36850169,Brouz,Hiba,12.75,False,14.18,11.31
79699714,Heraichi,Loubna,16.66,False,16.32,16.99
61710269,Oumahdi,Zaid,13.13,False,13.15,13.12
66235790,El-Attari,Rida,11.31,True,12.00,10.62
82762957,El-Mekki,Rania,12.57,False,12.00,13.13
11202232,El-Bay,Dari,11.95,True,11.89,12.00
57029277,El-Boughaz,Soufiane,11.20,True,10.39,12.00
23214183,Hasnaoui,Lahcen,10.73,True,12.00,9.46
65062657,El-Fassi,Rim,15.53,False,12.00,19.05
75268857,Zahiri,Leila,14.93,False,17.36,12.50
37429265,Khabir,Zaid,16.71,False,15.22,18.19
96181577,Khabir,Fatiha,12.77,False,12.00,13.53
73214757,Goussar,Nasser,13.96,False,13.71,14.21
12661105,Bennani,Ahmed,13.37,False,12.00,14.73
38678594,Anissi,Meryem,12.63,False,13.27,12.00
19889540,Omar,Amina,12.98,False,12.28,13.69
37633984,Rkia,Adil,11.42,True,8.78,14.06
24931511,El-Khoury,Walid,16.38,False,16.66,16.09
81947282,Lahiji,Khalid,12.72,False,12.79,12.66
24829753,Omar,Abdelaziz,17.21,False,18.38,16.05
98285652,El-Ouarzazi,Hana,16.39,False,20.00,12.79
18976276,Nadi,Wiam,14.12,False,12.00,16.23
98920700,El-Saadi,Hanane,14.48,False,11.69,17.27
28291458,Anissi,Mohcine,13.38,False,12.55,14.20
17278340,Maddouri,Malak,15.84,False,11.67,20.00
51763068,Ait-Lahcen,Samira,13.31,False,14.62,12.00
20000154,El-Hariri,Ismail,11.19,True,12.00,10.38
96525219,Chafik,Imane,16.04,False,13.16,18.91
44094596,Benkirane,Chafia,12.00,False,12.00,12.00
63086119,Khiari,Amina,13.18,False,14.36,12.00
71278102,Hasnaoui,Asmaa,15.72,False,18.64,12.80
36141545,Rizki,Abdelkader,13.66,False,13.18,14.14
27845587,Anouar,Leila,11.22,True,12.00,10.44
24538085,El-Ayadi,Dari,12.64,False,10.34,14.95
53434841,Sabri,Zaki,12.68,False,10.93,14.42
