apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
42916912,Tawfik,Hiba,15.41,False,19.17,11.65
86571027,Boussaid,Nabil,13.50,False,13.73,13.27
48314954,El-Solh,Marwa,12.96,False,13.93,12.00
24765703,Maki,Khalid,12.32,False,14.97,9.66
18808852,Hammani,Brahim,14.05,False,16.11,12.00
84232651,El-Khoury,Sana,11.91,True,12.00,11.83
73344998,El-Atmani,Samia,10.20,True,8.39,12.00
45630758,Marhaba,Hiba,14.23,False,12.99,15.47
32104335,Rabi,Faycal,12.11,False,10.75,13.46
14821288,Shami,Badr,12.39,False,11.66,13.12
13460694,El-Mekki,Mouna,13.09,False,15.69,10.49
82887662,Haddad,Imane,14.09,False,16.81,11.38
63423310,Chebbi,Nawel,13.87,False,13.99,13.74
29808454,Badi,Simo,12.00,True,12.00,12.00
39820660,Arbi,Dari,12.63,False,12.00,13.27
21792693,Ibrahim,Hajar,15.27,False,16.80,13.73
86296103,Benbrahim,Jana,11.96,True,11.02,12.91
87382499,Moussaoui,Hassan,11.66,True,12.00,11.31
96179908,Rahmouni,Hossam,12.13,False,12.00,12.27
91582485,El-Kherfi,Imad,12.25,False,12.51,12.00
32401798,Hibiri,Reda,15.41,False,17.37,13.45
11080710,Benno,Imad,13.71,False,12.00,15.42
11239483,Khabir,Samir,13.21,False,14.03,12.39
30045450,Hafidi,Salma,14.91,False,15.41,14.42
26719390,Essamadi,Soufiane,15.18,False,12.67,17.69
12264713,Al-Hossaini,Aicha,10.52,True,10.20,10.85
27394359,Djamel,Nasser,13.38,False,10.94,15.83
98959545,Marhaba,Rachida,12.09,False,14.11,10.08
43597017,Nadi,Kenza,12.20,False,13.32,11.08
24249276,Zarrouk,Fatima,13.98,False,12.00,15.97
15081603,Saghir,Kawtar,13.41,False,14.07,12.75
87864056,Aziz,Laila,15.16,False,11.38,18.95
47760602,Al-Karim,Aziz,11.99,True,11.52,12.46
64326138,Koulak,Zaid,14.37,False,13.50,15.23
69826039,El-Morabit,Wiam,9.31,True,5.63,12.99
36850169,Brouz,Hiba,10.32,True,7.24,13.41
79699714,Heraichi,Loubna,13.35,False,10.55,16.14
61710269,Oumahdi,Zaid,12.17,False,12.34,12.00
66235790,El-Attari,Rida,12.60,False,13.20,12.00
82762957,El-Mekki,Rania,14.34,False,13.48,15.19
11202232,El-Bay,Dari,12.15,False,12.30,12.00
57029277,El-Boughaz,Soufiane,12.56,False,13.50,11.62
23214183,Hasnaoui,Lahcen,13.86,False,16.04,11.69
65062657,El-Fassi,Rim,12.00,True,12.00,12.00
75268857,Zahiri,Leila,11.68,True,11.37,12.00
37429265,Khabir,Zaid,14.07,False,13.52,14.62
96181577,Khabir,Fatiha,12.43,False,12.49,12.36
73214757,Goussar,Nasser,13.48,False,12.00,14.97
12661105,Bennani,Ahmed,11.64,True,12.52,10.77
38678594,Anissi,Meryem,12.41,False,12.00,12.83
19889540,Omar,Amina,15.27,False,12.00,18.54
37633984,Rkia,Adil,13.02,False,12.62,13.42
24931511,El-Khoury,Walid,12.79,False,14.41,11.16
81947282,Lahiji,Khalid,10.77,True,11.47,10.06
24829753,Omar,Abdelaziz,14.61,False,16.27,12.95
98285652,El-Ouarzazi,Hana,12.69,False,12.00,13.38
18976276,Nadi,Wiam,15.32,False,12.00,18.65
98920700,El-Saadi,Hanane,13.38,False,12.33,14.42
28291458,Anissi,Mohcine,11.88,True,12.77,10.99
17278340,Maddouri,Malak,13.04,False,14.08,12.00
51763068,Ait-Lahcen,Samira,14.66,False,16.50,12.82
20000154,El-Hariri,Ismail,13.84,False,14.87,12.82
96525219,Chafik,Imane,12.00,False,12.00,12.00
44094596,Benkirane,Chafia,10.34,True,9.60,11.07
63086119,Khiari,Amina,12.14,False,12.00,12.29
71278102,Hasnaoui,Asmaa,12.09,False,13.65,10.54
36141545,Rizki,Abdelkader,14.54,False,17.11,11.96
27845587,Anouar,Leila,11.84,True,10.86,12.82
24538085,El-Ayadi,Dari,13.38,False,12.00,14.75
53434841,Sabri,Zaki,12.07,False,13.20,10.95
