apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
20941491,Berouane,Imad,12.46,False,12.00,12.92
13908485,Haddad,Sanaa,9.42,True,8.84,10.00
70749294,Rifai,Walid,11.84,True,12.00,11.69
64827661,Taoufiq,Maya,13.97,False,12.00,15.95
41874193,Saoud,Rim,13.54,False,12.42,14.65
75064561,El-Abbadi,Samira,13.05,False,13.71,12.40
47418293,Derraz,Tarek,15.10,False,14.66,15.54
54242615,El-Mohammadi,Mounir,11.54,True,11.09,12.00
84064976,Chennouf,Karim,13.16,False,14.89,11.42
42353519,El-Soufi,Salma,10.29,True,12.00,8.57
85974855,Ait-Sidi,Dounia,12.40,False,10.05,14.75
23262786,Haddad,Najia,14.02,False,13.88,14.16
17113999,Akil,Ahmed,13.91,False,11.96,15.86
32832814,Barjawi,Laila,13.18,False,13.01,13.35
50527881,El-Mekki,Mouna,10.34,True,11.11,9.58
92635400,Ouchrif,Rim,14.61,False,14.70,14.53
45226735,Bounou,Amine,12.54,False,12.00,13.08
37960196,Madani,Adil,15.48,False,14.92,16.03
88627569,Zikhri,Rachida,13.71,False,14.75,12.66
96515314,Tayeb,Laila,12.29,False,12.58,12.00
41270756,Anas,Dounia,13.94,False,13.97,13.91
70257982,Rkik,Amal,14.41,False,13.02,15.81
94440660,Ragheb,Simo,13.90,False,13.76,14.04
16732244,Saoud,Wiam,16.01,False,17.87,14.14
26203322,Berrah,Hanane,14.70,False,11.73,17.67
68291609,Zayed,Soufiane,13.95,False,14.03,13.87
79921153,El-Kherfi,Nawal,15.48,False,15.83,15.13
76548685,Lahrichi,Ahmed,13.41,False,14.82,12.00
55076873,Benslimane,Khalid,14.28,False,13.44,15.12
21277377,El-Ouarzazi,Nabil,14.07,False,14.19,13.95
58549042,Fakir,Youssef,11.77,True,12.00,11.54
16076220,Idriss,Zaid,14.88,False,18.10,11.65
94522614,Benbihi,Siham,14.36,False,13.57,15.15
97670802,Omar,Brahim,10.25,True,8.90,11.61
65512566,Rifai,Aicha,12.24,False,12.00,12.48
69551971,Heraichi,Rida,12.77,False,13.53,12.00
13216528,Zine,Mouna,12.91,False,13.43,12.40
10822906,Djari,Simo,11.62,True,11.23,12.00
65038424,Maid,Malika,13.73,False,13.78,13.68
50184447,Al-Khiyari,Sana,12.81,False,12.00,13.62
37892945,El-Basri,Asmaa,11.04,True,14.02,8.06
15172091,Al-Hadri,Othman,12.64,False,10.56,14.71
35155994,Derraz,Mouna,12.87,False,10.30,15.43
38970927,Fakir,Anas,10.98,True,11.68,10.28
16879010,Cherkaoui,Nawal,12.64,False,11.78,13.50
73756662,El-Solh,Karim,12.85,False,18.68,7.02
64980812,Akla,Mohammed,10.82,True,12.00,9.64
67071037,Akla,Ahmed,16.14,False,13.25,19.03
18376313,Badi,Samir,15.30,False,15.40,15.20
50098952,Fassi,Loubna,12.68,False,13.37,12.00
30033194,El-Khoury,Rim,11.85,True,10.12,13.58
27913369,Toulal,Amal,14.23,False,16.46,12.00
97515223,Haddad,Salma,13.87,False,15.74,12.00
69099806,Nadi,Walid,13.14,False,13.47,12.81
88779034,Faiyaz,Brahim,16.39,False,16.29,16.49
63040595,Brahimi,Abdelkader,12.22,False,11.70,12.74
99651206,Lahrichi,Rania,13.73,False,15.63,11.83
83308026,El-Kawthar,Mohammed,14.89,False,15.30,14.47
37513908,Yachou,Rachid,9.30,True,12.00,6.60
10496558,El-Ouarzazi,Hossam,14.83,False,12.00,17.66
24959741,Rkik,Rania,11.39,True,9.85,12.93
43383383,Toulal,Bilal,14.70,False,12.00,17.40
58736586,Salhi,Salma,12.50,False,10.32,14.67
79729955,Fassi,Saber,14.69,False,16.59,12.79
49038114,El-Attari,Brahim,12.77,False,13.81,11.72
85049207,Haidari,Fadoua,17.84,False,16.31,19.38
68179448,Zanate,Soufiane,13.84,False,12.61,15.07
16614245,Zikhri,Mouna,14.65,False,15.14,14.16
67752692,El-Khader,Mohammed,14.41,False,13.88,14.95
60626594,Rahmouni,Hassan,13.59,False,12.82,14.35
