apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
20941491,Berouane,Imad,13.21,False,12.81,13.60
13908485,Haddad,Sanaa,13.00,False,12.00,14.00
70749294,Rifai,Walid,13.69,False,9.61,17.77
64827661,Taoufiq,Maya,12.00,True,12.00,12.00
41874193,Saoud,Rim,13.62,False,12.00,15.24
75064561,El-Abbadi,Samira,13.89,False,13.07,14.71
47418293,Derraz,Tarek,16.15,False,14.66,17.64
54242615,El-Mohammadi,Mounir,13.58,False,12.00,15.16
84064976,Chennouf,Karim,14.79,False,17.59,12.00
42353519,El-Soufi,Salma,16.18,False,20.00,12.37
85974855,Ait-Sidi,Dounia,13.59,False,12.69,14.49
23262786,Haddad,Najia,15.89,False,15.09,16.69
17113999,Akil,Ahmed,15.54,False,18.30,12.79
32832814,Barjawi,Laila,15.13,False,13.92,16.34
50527881,El-Mekki,Mouna,13.96,False,14.42,13.50
92635400,Ouchrif,Rim,12.99,False,12.52,13.46
45226735,Bounou,Amine,14.97,False,17.95,12.00
37960196,Madani,Adil,13.63,False,15.27,12.00
88627569,Zikhri,Rachida,11.34,True,10.68,12.00
96515314,Tayeb,Laila,14.06,False,14.06,14.06
41270756,Anas,Dounia,13.09,False,12.29,13.90
70257982,Rkik,Amal,16.45,False,16.91,15.99
94440660,Ragheb,Simo,18.62,False,20.00,17.24
16732244,Saoud,Wiam,13.48,False,12.88,14.07
26203322,Berrah,Hanane,15.73,False,15.84,15.63
68291609,Zayed,Soufiane,15.37,False,14.14,16.60
79921153,El-Kherfi,Nawal,15.45,False,16.70,14.20
76548685,Lahrichi,Ahmed,13.59,False,13.09,14.10
55076873,Benslimane,Khalid,12.55,False,12.00,13.10
21277377,El-Ouarzazi,Nabil,13.73,False,12.74,14.72
58549042,Fakir,Youssef,11.49,True,12.00,10.98
16076220,Idriss,Zaid,13.14,False,14.29,12.00
94522614,Benbihi,Siham,12.86,False,9.41,16.30
97670802,Omar,Brahim,15.46,False,14.24,16.67
65512566,Rifai,Aicha,14.52,False,14.13,14.90
69551971,Heraichi,Rida,15.13,False,14.62,15.65
13216528,Zine,Mouna,11.50,True,8.81,14.20
10822906,Djari,Simo,8.55,True,3.78,13.32
65038424,Maid,Malika,13.89,False,14.47,13.32
50184447,Al-Khiyari,Sana,12.90,False,12.00,13.80
37892945,El-Basri,Asmaa,14.45,False,12.30,16.60
15172091,Al-Hadri,Othman,15.36,False,12.32,18.40
35155994,Derraz,Mouna,12.00,True,12.00,12.00
38970927,Fakir,Anas,12.21,False,12.00,12.41
16879010,Cherkaoui,Nawal,13.40,False,13.24,13.56
73756662,El-Solh,Karim,15.14,False,16.53,13.74
64980812,Akla,Mohammed,16.09,False,17.83,14.35
67071037,Akla,Ahmed,13.34,False,13.34,13.34
18376313,Badi,Samir,13.40,False,12.00,14.80
50098952,Fassi,Loubna,14.78,False,15.54,14.02
30033194,El-Khoury,Rim,14.15,False,13.63,14.67
27913369,Toulal,Amal,13.20,False,15.88,10.52
97515223,Haddad,Salma,14.34,False,15.06,13.62
69099806,Nadi,Walid,12.61,False,16.09,9.12
88779034,Faiyaz,Brahim,14.64,False,16.24,13.05
63040595,Brahimi,Abdelkader,15.70,False,16.12,15.28
99651206,Lahrichi,Rania,11.04,True,10.53,11.54
83308026,El-Kawthar,Mohammed,15.07,False,11.40,18.74
37513908,Yachou,Rachid,13.17,False,12.51,13.83
10496558,El-Ouarzazi,Hossam,14.80,False,14.86,14.75
24959741,Rkik,Rania,14.02,False,13.51,14.54
43383383,Toulal,Bilal,10.91,True,9.14,12.67
58736586,Salhi,Salma,12.96,False,13.24,12.68
79729955,Fassi,Saber,16.36,False,16.32,16.40
49038114,El-Attari,Brahim,14.73,False,17.03,12.44
85049207,Haidari,Fadoua,12.85,False,13.06,12.64
68179448,Zanate,Soufiane,14.14,False,14.58,13.71
16614245,Zikhri,Mouna,15.16,False,16.01,14.30
67752692,El-Khader,Mohammed,13.96,False,15.91,12.00
60626594,Rahmouni,Hassan,12.22,False,10.87,13.58
