apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
20941491,Berouane,Imad,14.72,False,11.20,18.24
13908485,Haddad,Sanaa,13.07,False,12.00,14.15
70749294,Rifai,Walid,13.59,False,13.41,13.76
64827661,Taoufiq,Maya,12.95,False,10.40,15.50
41874193,Saoud,Rim,12.61,False,13.22,12.00
75064561,El-Abbadi,Samira,13.16,False,14.32,12.00
47418293,Derraz,Tarek,13.07,False,14.14,12.00
54242615,El-Mohammadi,Mounir,13.42,False,13.97,12.87
84064976,Chennouf,Karim,13.51,False,15.02,12.00
42353519,El-Soufi,Salma,12.00,False,12.00,12.00
85974855,Ait-Sidi,Dounia,12.62,False,9.18,16.07
23262786,Haddad,Najia,13.24,False,13.91,12.57
17113999,Akil,Ahmed,12.77,False,12.82,12.72
32832814,Barjawi,Laila,13.58,False,15.16,12.00
50527881,El-Mekki,Mouna,12.17,False,11.02,13.32
92635400,Ouchrif,Rim,15.11,False,16.54,13.67
45226735,Bounou,Amine,12.57,False,12.00,13.15
37960196,Madani,Adil,13.72,False,15.44,12.00
88627569,Zikhri,Rachida,16.11,False,19.08,13.13
96515314,Tayeb,Laila,16.59,False,16.03,17.16
41270756,Anas,Dounia,17.11,False,17.52,16.69
70257982,Rkik,Amal,12.94,False,13.88,12.00
94440660,Ragheb,Simo,15.50,False,13.19,17.82
16732244,Saoud,Wiam,13.97,False,13.42,14.53
26203322,Berrah,Hanane,12.98,False,15.50,10.46
68291609,Zayed,Soufiane,15.30,False,12.00,18.60
79921153,El-Kherfi,Nawal,11.38,True,13.33,9.42
76548685,Lahrichi,Ahmed,11.27,True,11.86,10.69
55076873,Benslimane,Khalid,12.96,False,13.91,12.00
21277377,El-Ouarzazi,Nabil,10.48,True,10.05,10.92
58549042,Fakir,Youssef,11.91,True,13.78,10.04
16076220,Idriss,Zaid,14.19,False,14.93,13.45
94522614,Benbihi,Siham,13.44,False,14.10,12.78
97670802,Omar,Brahim,12.65,False,12.00,13.30
65512566,Rifai,Aicha,11.21,True,10.11,12.32
69551971,Heraichi,Rida,13.64,False,14.97,12.32
13216528,Zine,Mouna,14.89,False,13.45,16.33
10822906,Djari,Simo,12.87,False,14.60,11.14
65038424,Maid,Malika,13.73,False,15.47,12.00
50184447,Al-Khiyari,Sana,14.71,False,17.41,12.00
37892945,El-Basri,Asmaa,12.75,False,13.94,11.56
15172091,Al-Hadri,Othman,14.43,False,16.53,12.33
35155994,Derraz,Mouna,11.89,True,12.88,10.90
38970927,Fakir,Anas,13.80,False,13.58,14.03
16879010,Cherkaoui,Nawal,14.02,False,16.03,12.00
73756662,El-Solh,Karim,12.93,False,13.31,12.54
64980812,Akla,Mohammed,14.50,False,14.06,14.93
67071037,Akla,Ahmed,15.61,False,14.01,17.21
18376313,Badi,Samir,13.71,False,14.05,13.37
50098952,Fassi,Loubna,9.81,True,9.27,10.35
30033194,El-Khoury,Rim,13.58,False,12.61,14.55
27913369,Toulal,Amal,15.38,False,17.54,13.21
97515223,Haddad,Salma,14.42,False,16.84,12.00
69099806,Nadi,Walid,14.91,False,14.00,15.83
88779034,Faiyaz,Brahim,13.78,False,13.92,13.64
63040595,Brahimi,Abdelkader,16.54,False,17.80,15.28
99651206,Lahrichi,Rania,13.56,False,12.00,15.12
83308026,El-Kawthar,Mohammed,11.38,True,10.75,12.00
37513908,Yachou,Rachid,11.00,True,9.72,12.27
10496558,El-Ouarzazi,Hossam,13.89,False,13.56,14.21
24959741,Rkik,Rania,14.01,False,12.00,16.01
43383383,Toulal,Bilal,13.14,False,14.28,12.00
58736586,Salhi,Salma,13.40,False,12.56,14.24
79729955,Fassi,Saber,12.30,False,13.93,10.67
49038114,El-Attari,Brahim,12.23,False,12.00,12.46
85049207,Haidari,Fadoua,13.61,False,14.14,13.08
68179448,Zanate,Soufiane,13.99,False,15.98,12.00
16614245,Zikhri,Mouna,14.46,False,13.88,15.05
67752692,El-Khader,Mohammed,12.36,False,14.62,10.11
60626594,Rahmouni,Hassan,9.88,True,8.88,10.87
