apogee,nom,prenom,mark,rattrapage
56543637,Madani,Jana,17.03,False
76734250,Ibrahim,Sara,12.00,True
26395541,Rabi,Tariq,12.00,True
82066277,Ibrahim,Majid,12.64,False
39726198,El-Ayadi,Kenza,12.94,False
50250753,Hassani,Riyad,15.72,False
75517876,Baddi,Meriem,12.00,True
95385608,Yachou,Chafik,9.31,True
61781706,El-Mekki,Anissa,11.50,True
76062485,Maha,Wafaa,12.00,True
21130864,Hiziri,Yasmina,12.00,True
34262675,El-Khader,Rim,12.58,False
39460287,Rafik,Imad,7.62,True
90848110,El-Moudden,Hiba,11.45,True
84756038,El-Mansouri,Samira,11.93,True
11999322,Aziz,Meriem,11.41,True
85401905,Meriem,Imad,14.74,False
79346847,Ouafi,Nadia,12.88,False
70607303,Boussaid,Hassan,10.88,True
85514391,Ouares,Kawtar,12.00,True
20063150,El-Ouarzazi,Oussama,12.32,False
51354867,Khabir,Mohammed,9.88,True
27793077,Brahimi,Ahmed,11.58,True
61490452,Akoubri,Amina,8.71,True
79191410,Arbi,Imad,9.01,True
58680937,El-Soufi,Layla,12.00,True
34880409,Baddi,Yahya,13.40,False
52874924,Amrani,Amina,12.00,True
59697631,El-Bay,Lahcen,14.78,False
65099366,Hassani,Sabrina,19.78,False
55205336,Tayeb,Widad,11.66,True
21668998,El-Bennani,Anas,14.37,False
49311076,El-Aissawi,Hassan,7.60,True
74575528,Boussaidi,Mohcine,12.00,True
68543472,Rafik,Marouane,12.57,False
20588608,Moussaoui,Khadija,12.00,True
56523133,Goussar,Siham,9.03,True
27515549,Zayed,Aicha,14.49,False
89538670,Amrani,Amina,11.67,True
94970503,Jouhari,Adil,12.00,True
82775854,El-Idrissi,Rania,9.84,True
97435215,Marhaba,Rachida,12.41,False
58865474,Dahbi,Ibrahim,12.54,False
73323574,Hassan,Walid,13.54,False
82566381,Oukhira,Jawad,13.63,False
43824985,Zine,Othman,11.08,True
66171097,Tazi,Hassan,18.21,False
61325260,Djamel,Layla,13.71,False
93943030,Mokhtar,Hanane,14.28,False
93359048,Atfi,Anissa,19.87,False
98018629,Cherkaoui,Jana,12.36,False
63763012,Lahouari,Bilal,8.94,True
12604122,Amrani,Ismail,13.59,False
46282529,El-Mohammadi,Layla,10.50,True
46711143,Chouki,Hanae,14.18,False
18611733,Akoubri,Siham,14.07,False
45184379,Nadi,Fatima,10.56,True
70929613,Al-Fadli,Riyad,15.21,False
67899720,Bounou,Nasser,11.27,True
87659263,Akil,Rania,12.00,True
51764635,El-Morrabit,Fatima,11.15,True
35941282,El-Alaoui,Yahya,8.82,True
15633439,Jouhari,Rachid,14.44,False
14947992,Maid,Malak,9.61,True
57155087,Aziz,Dari,13.07,False
48673398,Belaid,Sami,7.87,True
79453784,El-Rahmani,Rachid,12.00,True
70364441,Hammani,Jawad,14.10,False
16433245,Oumahdi,Fatima,10.61,True
99931124,Taoufiq,Meriem,13.90,False
