apogee,nom,prenom,mark,rattrapage
56543637,Madani,Jana,12.69,False
76734250,Ibrahim,Sara,12.00,True
26395541,Rabi,Tariq,14.10,False
82066277,Ibrahim,Majid,14.13,False
39726198,El-Ayadi,Kenza,17.95,False
50250753,Hassani,Riyad,12.00,True
75517876,Baddi,Meriem,12.00,True
95385608,Yachou,Chafik,12.83,False
61781706,El-Mekki,Anissa,13.81,False
76062485,Maha,Wafaa,10.28,True
21130864,Hiziri,Yasmina,16.63,False
34262675,El-Khader,Rim,12.00,True
39460287,Rafik,Imad,12.00,True
90848110,El-Moudden,Hiba,11.69,True
84756038,El-Mansouri,Samira,15.49,False
11999322,Aziz,Meriem,14.62,False
85401905,Meriem,Imad,15.10,False
79346847,Ouafi,Nadia,16.79,False
70607303,Boussaid,Hassan,11.93,True
85514391,Ouares,Kawtar,13.65,False
20063150,El-Ouarzazi,Oussama,11.77,True
51354867,Khabir,Mohammed,12.00,True
27793077,Brahimi,Ahmed,8.26,True
61490452,Akoubri,Amina,15.49,False
79191410,Arbi,Imad,12.00,True
58680937,El-Soufi,Layla,12.00,True
34880409,Baddi,Yahya,15.69,False
52874924,Amrani,Amina,15.97,False
59697631,El-Bay,Lahcen,17.90,False
65099366,Hassani,Sabrina,17.50,False
55205336,Tayeb,Widad,16.19,False
21668998,El-Bennani,Anas,13.07,False
49311076,El-Aissawi,Hassan,13.53,False
74575528,Boussaidi,Mohcine,19.52,False
68543472,Rafik,Marouane,12.00,True
20588608,Moussaoui,Khadija,15.37,False
56523133,Goussar,Siham,9.89,True
27515549,Zayed,Aicha,14.01,False
89538670,Amrani,Amina,14.19,False
94970503,Jouhari,Adil,13.53,False
82775854,El-Idrissi,Rania,13.00,False
97435215,Marhaba,Rachida,15.99,False
58865474,Dahbi,Ibrahim,12.00,True
73323574,Hassan,Walid,13.73,False
82566381,Oukhira,Jawad,12.00,True
43824985,Zine,Othman,15.09,False
66171097,Tazi,Hassan,13.23,False
61325260,Djamel,Layla,14.06,False
93943030,Mokhtar,Hanane,15.62,False
93359048,Atfi,Anissa,15.23,False
98018629,Cherkaoui,Jana,14.23,False
63763012,Lahouari,Bilal,12.00,True
12604122,Amrani,Ismail,14.54,False
46282529,El-Mohammadi,Layla,15.49,False
46711143,Chouki,Hanae,16.72,False
18611733,Akoubri,Siham,13.66,False
45184379,Nadi,Fatima,12.00,True
70929613,Al-Fadli,Riyad,8.95,True
67899720,Bounou,Nasser,16.09,False
87659263,Akil,Rania,10.75,True
51764635,El-Morrabit,Fatima,14.12,False
35941282,El-Alaoui,Yahya,10.82,True
15633439,Jouhari,Rachid,12.37,False
14947992,Maid,Malak,14.58,False
57155087,Aziz,Dari,16.28,False
48673398,Belaid,Sami,13.99,False
79453784,El-Rahmani,Rachid,11.28,True
70364441,Hammani,Jawad,16.02,False
16433245,Oumahdi,Fatima,12.00,True
99931124,Taoufiq,Meriem,11.15,True
