apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
56543637,Madani,Jana,13.15,False,13.95,12.36
76734250,Ibrahim,Sara,15.89,False,15.75,16.03
26395541,Rabi,Tariq,14.63,False,13.25,16.02
82066277,Ibrahim,Majid,13.10,False,11.67,14.53
39726198,El-Ayadi,Kenza,14.11,False,16.63,11.58
50250753,Hassani,Riyad,10.97,True,11.64,10.30
75517876,Baddi,Meriem,11.55,True,10.61,12.50
95385608,Yachou,Chafik,12.21,False,10.63,13.79
61781706,El-Mekki,Anissa,11.64,True,12.00,11.29
76062485,Maha,Wafaa,13.62,False,12.00,15.23
21130864,Hiziri,Yasmina,16.66,False,18.38,14.95
34262675,El-Khader,Rim,14.83,False,13.55,16.11
39460287,Rafik,Imad,11.25,True,12.00,10.50
90848110,El-Moudden,Hiba,13.44,False,12.00,14.88
84756038,El-Mansouri,Samira,10.93,True,12.48,9.38
11999322,Aziz,Meriem,14.51,False,13.06,15.96
85401905,Meriem,Imad,13.12,False,14.25,12.00
79346847,Ouafi,Nadia,12.77,False,12.65,12.88
70607303,Boussaid,Hassan,12.91,False,9.37,16.45
85514391,Ouares,Kawtar,14.00,False,13.44,14.56
20063150,El-Ouarzazi,Oussama,13.04,False,14.07,12.00
51354867,Khabir,Mohammed,15.68,False,16.30,15.05
27793077,Brahimi,Ahmed,13.01,False,12.00,14.02
61490452,Akoubri,Amina,13.36,False,14.35,12.36
79191410,Arbi,Imad,11.70,True,12.00,11.39
58680937,El-Soufi,Layla,14.89,False,16.12,13.65
34880409,Baddi,Yahya,14.11,False,11.91,16.31
52874924,Amrani,Amina,12.65,False,12.00,13.30
59697631,El-Bay,Lahcen,10.87,True,10.78,10.96
65099366,Hassani,Sabrina,10.12,True,11.44,8.80
55205336,Tayeb,Widad,11.21,True,10.42,12.00
21668998,El-Bennani,Anas,11.59,True,13.83,9.34
49311076,El-Aissawi,Hassan,13.93,False,15.85,12.00
74575528,Boussaidi,Mohcine,10.73,True,9.46,12.00
68543472,Rafik,Marouane,13.50,False,12.90,14.10
20588608,Moussaoui,Khadija,13.71,False,13.67,13.74
56523133,Goussar,Siham,13.45,False,14.89,12.00
27515549,Zayed,Aicha,11.66,True,12.00,11.33
89538670,Amrani,Amina,15.53,False,13.32,17.74
94970503,Jouhari,Adil,14.39,False,14.58,14.20
82775854,El-Idrissi,Rania,14.03,False,14.16,13.89
97435215,Marhaba,Rachida,11.46,True,11.93,10.99
58865474,Dahbi,Ibrahim,12.60,False,12.65,12.55
73323574,Hassan,Walid,14.90,False,14.09,15.71
82566381,Oukhira,Jawad,15.38,False,16.52,14.25
43824985,Zine,Othman,14.71,False,16.07,13.35
66171097,Tazi,Hassan,14.08,False,12.00,16.16
61325260,Djamel,Layla,13.56,False,14.10,13.02
93943030,Mokhtar,Hanane,11.12,True,9.45,12.79
93359048,Atfi,Anissa,13.03,False,12.00,14.06
98018629,Cherkaoui,Jana,13.36,False,12.00,14.71
63763012,Lahouari,Bilal,12.14,False,12.00,12.29
12604122,Amrani,Ismail,13.29,False,12.97,13.61
46282529,El-Mohammadi,Layla,12.60,False,12.00,13.20
46711143,Chouki,Hanae,13.86,False,13.24,14.48
18611733,Akoubri,Siham,14.21,False,13.76,14.65
45184379,Nadi,Fatima,12.79,False,13.57,12.00
70929613,Al-Fadli,Riyad,10.80,True,12.25,9.35
67899720,Bounou,Nasser,16.00,False,12.00,20.00
87659263,Akil,Rania,14.38,False,9.13,19.62
51764635,El-Morrabit,Fatima,11.93,True,15.13,8.73
35941282,El-Alaoui,Yahya,13.09,False,11.80,14.38
15633439,Jouhari,Rachid,13.03,False,12.00,14.06
14947992,Maid,Malak,11.09,True,10.69,11.49
57155087,Aziz,Dari,14.00,False,13.74,14.27
48673398,Belaid,Sami,12.70,False,13.39,12.00
79453784,El-Rahmani,Rachid,12.27,False,12.54,12.00
70364441,Hammani,Jawad,15.65,False,13.08,18.22
16433245,Oumahdi,Fatima,12.77,False,12.62,12.91
99931124,Taoufiq,Meriem,13.62,False,14.56,12.67
