apogee,nom,prenom,mark,rattrapage
56543637,Madani,Jana,12.00,True
76734250,Ibrahim,Sara,15.48,False
26395541,Rabi,Tariq,14.02,False
82066277,Ibrahim,Majid,12.00,True
39726198,El-Ayadi,Kenza,11.62,True
50250753,Hassani,Riyad,12.72,False
75517876,Baddi,Meriem,12.27,False
95385608,Yachou,Chafik,10.61,True
61781706,El-Mekki,Anissa,9.32,True
76062485,Maha,Wafaa,14.10,False
21130864,Hiziri,Yasmina,10.69,True
34262675,El-Khader,Rim,14.19,False
39460287,Rafik,Imad,11.10,True
90848110,El-Moudden,Hiba,9.67,True
84756038,El-Mansouri,Samira,12.00,True
11999322,Aziz,Meriem,12.00,True
85401905,Meriem,Imad,12.00,True
79346847,Ouafi,Nadia,17.42,False
70607303,Boussaid,Hassan,12.34,False
85514391,Ouares,Kawtar,12.00,True
20063150,El-Ouarzazi,Oussama,12.00,True
51354867,Khabir,Mohammed,13.34,False
27793077,Brahimi,Ahmed,14.09,False
61490452,Akoubri,Amina,10.17,True
79191410,Arbi,Imad,12.90,False
58680937,El-Soufi,Layla,12.53,False
34880409,Baddi,Yahya,10.46,True
52874924,Amrani,Amina,12.00,True
59697631,El-Bay,Lahcen,15.87,False
65099366,Hassani,Sabrina,12.00,True
55205336,Tayeb,Widad,13.40,False
21668998,El-Bennani,Anas,12.00,True
49311076,El-Aissawi,Hassan,14.24,False
74575528,Boussaidi,Mohcine,12.00,True
68543472,Rafik,Marouane,14.48,False
20588608,Moussaoui,Khadija,12.00,True
56523133,Goussar,Siham,8.10,True
27515549,Zayed,Aicha,13.94,False
89538670,Amrani,Amina,12.00,True
94970503,Jouhari,Adil,9.58,True
82775854,El-Idrissi,Rania,14.18,False
97435215,Marhaba,Rachida,10.97,True
58865474,Dahbi,Ibrahim,12.97,False
73323574,Hassan,Walid,15.84,False
82566381,Oukhira,Jawad,12.00,True
43824985,Zine,Othman,12.00,True
66171097,Tazi,Hassan,12.53,False
61325260,Djamel,Layla,12.41,False
93943030,Mokhtar,Hanane,12.32,False
93359048,Atfi,Anissa,14.94,False
98018629,Cherkaoui,Jana,12.00,True
63763012,Lahouari,Bilal,10.57,True
12604122,Amrani,Ismail,13.74,False
46282529,El-Mohammadi,Layla,12.53,False
46711143,Chouki,Hanae,12.00,True
18611733,Akoubri,Siham,12.00,True
45184379,Nadi,Fatima,13.29,False
70929613,Al-Fadli,Riyad,12.60,False
67899720,Bounou,Nasser,14.57,False
87659263,Akil,Rania,13.97,False
51764635,El-Morrabit,Fatima,10.72,True
35941282,El-Alaoui,Yahya,12.00,True
15633439,Jouhari,Rachid,13.29,False
14947992,Maid,Malak,16.54,False
57155087,Aziz,Dari,13.43,False
48673398,Belaid,Sami,12.81,False
79453784,El-Rahmani,Rachid,13.50,False
70364441,Hammani,Jawad,12.28,False
16433245,Oumahdi,Fatima,11.59,True
99931124,Taoufiq,Meriem,12.00,True
