apogee,nom,prenom,mark,rattrapage
56543637,Madani,Jana,10.11,True
76734250,Ibrahim,Sara,12.00,True
26395541,Rabi,Tariq,18.16,False
82066277,Ibrahim,Majid,14.62,False
39726198,El-Ayadi,Kenza,9.65,True
50250753,Hassani,Riyad,14.54,False
75517876,Baddi,Meriem,17.32,False
95385608,Yachou,Chafik,14.25,False
61781706,El-Mekki,Anissa,13.66,False
76062485,Maha,Wafaa,11.55,True
21130864,Hiziri,Yasmina,19.47,False
34262675,El-Khader,Rim,10.09,True
39460287,Rafik,Imad,19.32,False
90848110,El-Moudden,Hiba,11.46,True
84756038,El-Mansouri,Samira,13.38,False
11999322,Aziz,Meriem,12.71,False
85401905,Meriem,Imad,12.00,True
79346847,Ouafi,Nadia,11.51,True
70607303,Boussaid,Hassan,11.99,True
85514391,Ouares,Kawtar,13.06,False
20063150,El-Ouarzazi,Oussama,12.83,False
51354867,Khabir,Mohammed,15.26,False
27793077,Brahimi,Ahmed,18.56,False
61490452,Akoubri,Amina,12.00,True
79191410,Arbi,Imad,10.94,True
58680937,El-Soufi,Layla,14.90,False
34880409,Baddi,Yahya,13.20,False
52874924,Amrani,Amina,12.83,False
59697631,El-Bay,Lahcen,12.56,False
65099366,Hassani,Sabrina,12.00,True
55205336,Tayeb,Widad,13.10,False
21668998,El-Bennani,Anas,12.67,False
49311076,El-Aissawi,Hassan,15.33,False
74575528,Boussaidi,Mohcine,12.00,True
68543472,Rafik,Marouane,15.19,False
20588608,Moussaoui,Khadija,14.51,False
56523133,Goussar,Siham,12.93,False
27515549,Zayed,Aicha,14.16,False
89538670,Amrani,Amina,11.24,True
94970503,Jouhari,Adil,12.00,True
82775854,El-Idrissi,Rania,20.00,False
97435215,Marhaba,Rachida,17.68,False
58865474,Dahbi,Ibrahim,12.56,False
73323574,Hassan,Walid,11.68,True
82566381,Oukhira,Jawad,10.72,True
43824985,Zine,Othman,11.51,True
66171097,Tazi,Hassan,12.00,True
61325260,Djamel,Layla,10.96,True
93943030,Mokhtar,Hanane,8.63,True
93359048,Atfi,Anissa,13.19,False
98018629,Cherkaoui,Jana,14.95,False
63763012,Lahouari,Bilal,13.15,False
12604122,Amrani,Ismail,12.00,True
46282529,El-Mohammadi,Layla,15.21,False
46711143,Chouki,Hanae,11.92,True
18611733,Akoubri,Siham,8.84,True
45184379,Nadi,Fatima,13.96,False
70929613,Al-Fadli,Riyad,12.00,True
67899720,Bounou,Nasser,12.86,False
87659263,Akil,Rania,12.00,True
51764635,El-Morrabit,Fatima,12.53,False
35941282,El-Alaoui,Yahya,13.27,False
15633439,Jouhari,Rachid,13.39,False
14947992,Maid,Malak,13.09,False
57155087,Aziz,Dari,14.63,False
48673398,Belaid,Sami,12.54,False
79453784,El-Rahmani,Rachid,11.46,True
70364441,Hammani,Jawad,18.73,False
16433245,Oumahdi,Fatima,14.11,False
99931124,Taoufiq,Meriem,10.80,True
