apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
56543637,Madani,Jana,16.79,False,20.00,13.58
76734250,Ibrahim,Sara,13.36,False,9.42,17.29
26395541,Rabi,Tariq,11.12,True,10.59,11.66
82066277,Ibrahim,Majid,13.00,False,12.00,13.99
39726198,El-Ayadi,Kenza,12.58,False,11.46,13.70
50250753,Hassani,Riyad,14.93,False,15.15,14.70
75517876,Baddi,Meriem,12.16,False,12.00,12.31
95385608,Yachou,Chafik,9.39,True,11.56,7.22
61781706,El-Mekki,Anissa,13.41,False,14.81,12.00
76062485,Maha,Wafaa,15.39,False,13.72,17.05
21130864,Hiziri,Yasmina,11.31,True,8.59,14.04
34262675,El-Khader,Rim,12.69,False,12.00,13.38
39460287,Rafik,Imad,10.21,True,10.14,10.29
90848110,El-Moudden,Hiba,14.70,False,12.00,17.39
84756038,El-Mansouri,Samira,13.34,False,14.37,12.32
11999322,Aziz,Meriem,15.49,False,14.21,16.77
85401905,Meriem,Imad,9.62,True,11.10,8.15
79346847,Ouafi,Nadia,12.32,False,15.66,8.97
70607303,Boussaid,Hassan,12.66,False,11.54,13.79
85514391,Ouares,Kawtar,12.00,True,10.92,13.07
20063150,El-Ouarzazi,Oussama,13.04,False,14.09,12.00
51354867,Khabir,Mohammed,13.79,False,15.59,12.00
27793077,Brahimi,Ahmed,11.91,True,13.73,10.09
61490452,Akoubri,Amina,12.29,False,12.00,12.57
79191410,Arbi,Imad,10.07,True,10.13,10.00
58680937,El-Soufi,Layla,12.54,False,10.81,14.28
34880409,Baddi,Yahya,13.30,False,14.74,11.86
52874924,Amrani,Amina,12.24,False,10.04,14.44
59697631,El-Bay,Lahcen,12.70,False,11.26,14.14
65099366,Hassani,Sabrina,11.71,True,12.00,11.43
55205336,Tayeb,Widad,13.43,False,14.85,12.00
21668998,El-Bennani,Anas,14.70,False,13.27,16.13
49311076,El-Aissawi,Hassan,13.22,False,12.35,14.10
74575528,Boussaidi,Mohcine,12.93,False,11.06,14.80
68543472,Rafik,Marouane,14.94,False,15.28,14.60
20588608,Moussaoui,Khadija,16.90,False,16.92,16.87
56523133,Goussar,Siham,13.27,False,13.05,13.48
27515549,Zayed,Aicha,12.48,False,11.21,13.76
89538670,Amrani,Amina,10.13,True,10.52,9.75
94970503,Jouhari,Adil,13.23,False,14.46,12.00
82775854,El-Idrissi,Rania,11.82,True,11.65,12.00
97435215,Marhaba,Rachida,10.64,True,11.21,10.08
58865474,Dahbi,Ibrahim,10.48,True,12.84,8.12
73323574,Hassan,Walid,13.16,False,13.01,13.31
82566381,Oukhira,Jawad,14.11,False,12.00,16.22
43824985,Zine,Othman,11.60,True,11.20,12.00
66171097,Tazi,Hassan,13.80,False,9.88,17.73
61325260,Djamel,Layla,12.50,False,12.00,13.01
93943030,Mokhtar,Hanane,13.62,False,13.22,14.03
93359048,Atfi,Anissa,12.77,False,12.00,13.53
98018629,Cherkaoui,Jana,12.07,False,12.99,11.14
63763012,Lahouari,Bilal,13.57,False,11.59,15.56
12604122,Amrani,Ismail,11.19,True,8.36,14.02
46282529,El-Mohammadi,Layla,13.04,False,15.53,10.54
46711143,Chouki,Hanae,11.46,True,11.15,11.78
18611733,Akoubri,Siham,11.58,True,9.72,13.44
45184379,Nadi,Fatima,12.21,False,12.41,12.00
70929613,Al-Fadli,Riyad,12.86,False,14.15,11.56
67899720,Bounou,Nasser,14.24,False,14.39,14.09
87659263,Akil,Rania,12.62,False,12.00,13.25
51764635,El-Morrabit,Fatima,12.68,False,11.24,14.12
35941282,El-Alaoui,Yahya,12.80,False,9.34,16.26
15633439,Jouhari,Rachid,13.79,False,14.23,13.36
14947992,Maid,Malak,10.07,True,10.80,9.33
57155087,Aziz,Dari,13.39,False,12.00,14.79
48673398,Belaid,Sami,13.12,False,14.23,12.00
79453784,El-Rahmani,Rachid,10.43,True,12.00,8.85
70364441,Hammani,Jawad,15.42,False,16.66,14.18
16433245,Oumahdi,Fatima,10.51,True,9.02,12.00
99931124,Taoufiq,Meriem,12.30,False,13.03,11.58
