apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
66141774,Benkirane,Fouad,12.26,False,14.88,9.63
34462736,Zayed,Dounia,14.03,False,13.74,14.32
87205287,El-Bay,Dounia,10.11,True,10.79,9.42
61461023,Cherkaoui,Hajar,13.75,False,13.99,13.52
92839140,Kabbour,Dari,10.94,True,11.48,10.40
61455530,Ait-Lahcen,Zine,12.52,False,11.42,13.62
17548754,Fattah,Nawel,13.68,False,12.25,15.12
89802536,El-Solh,Salim,11.94,True,13.38,10.50
57501364,Berrah,Najwa,12.98,False,13.22,12.73
30518617,Hajji,Kawtar,9.61,True,7.22,12.00
90569199,Berouane,Bilal,10.86,True,8.72,12.99
22135175,Djamel,Adil,16.98,False,18.13,15.82
14704189,Arbi,Laila,16.26,False,17.96,14.55
25415120,Lahrichi,Rama,8.61,True,3.86,13.35
29962256,El-Rahmani,Fouad,13.11,False,12.75,13.46
20612869,Mouhammad,Rachid,10.14,True,12.00,8.29
57761949,Fassi,Zaynab,11.93,True,12.00,11.87
63830043,Benno,Amal,12.97,False,14.92,11.03
31295400,Maha,Adil,12.71,False,12.00,13.43
66110542,Rabi,Samira,14.14,False,12.00,16.29
40031992,El-Aissawi,Brahim,11.25,True,10.50,12.00
64259908,Mejri,Hassan,14.57,False,15.97,13.16
36104001,Mourad,Loubna,13.84,False,12.00,15.67
40936277,Salhi,Amina,13.93,False,12.76,15.11
94827451,Aziz,Fatima,11.03,True,9.14,12.92
82105244,Tajar,Nasser,12.57,False,13.14,12.00
95588949,Berrah,Saber,11.51,True,14.94,8.08
90023592,Aissat,Said,13.78,False,14.41,13.14
68098717,Rkia,Hakim,16.77,False,15.95,17.58
87956839,Al-Mutawakkil,Rania,14.58,False,18.20,10.96
46190819,Chennouf,Fadoua,12.94,False,12.00,13.88
82720273,El-Gassimi,Nadia,14.38,False,13.62,15.14
75236473,El-Kosari,Jamal,12.82,False,13.32,12.33
60310362,Ouares,Rania,12.15,False,12.39,11.91
81788668,El-Bennani,Fadel,11.00,True,11.14,10.87
85761190,El-Benali,Mounir,13.43,False,13.94,12.92
11493970,El-Midani,Ali,11.29,True,10.57,12.00
81811666,Hasnaoui,Dounia,14.86,False,13.49,16.22
17984924,Berrada,Jawad,12.59,False,12.00,13.19
73942041,Nissani,Hajar,9.76,True,12.57,6.94
66376441,Baddi,Asmae,13.77,False,12.97,14.57
92214212,El-Khader,Hicham,16.24,False,14.05,18.43
49152306,Ezzedine,Amal,11.47,True,11.84,11.10
46279776,Idrisi,Nassim,12.36,False,11.74,12.98
85828368,Ouares,Ines,12.18,False,12.00,12.36
84931248,Arbi,Laila,11.18,True,13.01,9.35
54091618,Rifai,Malika,12.47,False,15.58,9.37
27070390,El-Bekkali,Hassan,13.17,False,12.00,14.34
60251853,El-Midani,Nour,14.32,False,16.39,12.25
73801476,Nadi,Othman,15.45,False,18.12,12.78
25176487,Anas,Wiam,12.00,False,12.00,12.00
59201033,El-Mansouri,Maha,12.62,False,11.11,14.14
35062206,El-Mekki,Malak,12.54,False,13.64,11.45
48334134,El-Idrissi,Hassan,11.04,True,11.52,10.56
57785456,Maid,Kawtar,15.54,False,15.95,15.13
57283480,Anas,Younes,11.38,True,12.00,10.75
95586003,Saghir,Youssef,14.33,False,13.58,15.08
30843296,El-Mekki,Ines,13.51,False,13.83,13.19
18388787,Nadi,Hajar,13.28,False,12.46,14.10
46657796,Maddouri,Fatiha,13.72,False,12.00,15.45
60121172,El-Chaoui,Imane,12.22,False,12.44,12.00
41059192,Marhaba,Sanae,15.02,False,16.63,13.40
72183146,Ouazzani,Siham,12.91,False,13.82,12.00
13035541,Mouhammad,Loubna,8.71,True,9.02,8.39
26456283,Jouhari,Amine,12.80,False,15.00,10.61
30141586,Mejri,Youssef,12.14,False,12.28,12.00
61072533,Benkirane,Loubna,11.23,True,12.00,10.46
17583209,El-Qasimi,Zine,12.13,False,10.76,13.51
74588410,Chafik,Hanane,13.30,False,15.83,10.77
69535522,El-Basri,Salim,11.54,True,11.07,12.00
