apogee,nom,prenom,mark,rattrapage
66141774,Benkirane,Fouad,8.96,True
34462736,Zayed,Dounia,16.47,False
87205287,El-Bay,Dounia,10.55,True
61461023,Cherkaoui,Hajar,14.18,False
92839140,Kabbour,Dari,15.11,False
61455530,Ait-Lahcen,Zine,18.38,False
17548754,Fattah,Nawel,12.00,True
89802536,El-Solh,Salim,14.71,False
57501364,Berrah,Najwa,13.71,False
30518617,Hajji,Kawtar,12.00,True
90569199,Berouane,Bilal,13.04,False
22135175,Djamel,Adil,18.05,False
14704189,Arbi,Laila,14.22,False
25415120,Lahrichi,Rama,10.83,True
29962256,El-Rahmani,Fouad,15.91,False
20612869,Mouhammad,Rachid,12.00,True
57761949,Fassi,Zaynab,11.52,True
63830043,Benno,Amal,10.99,True
31295400,Maha,Adil,12.00,True
66110542,Rabi,Samira,12.68,False
40031992,El-Aissawi,Brahim,9.20,True
64259908,Mejri,Hassan,12.00,True
36104001,Mourad,Loubna,13.99,False
40936277,Salhi,Amina,17.30,False
94827451,Aziz,Fatima,10.34,True
82105244,Tajar,Nasser,14.98,False
95588949,Berrah,Saber,15.56,False
90023592,Aissat,Said,12.00,True
68098717,Rkia,Hakim,10.88,True
87956839,Al-Mutawakkil,Rania,13.50,False
46190819,Chennouf,Fadoua,10.28,True
82720273,El-Gassimi,Nadia,13.82,False
75236473,El-Kosari,Jamal,14.21,False
60310362,Ouares,Rania,12.26,False
81788668,El-Bennani,Fadel,11.34,True
85761190,El-Benali,Mounir,15.50,False
11493970,El-Midani,Ali,12.44,False
81811666,Hasnaoui,Dounia,14.03,False
17984924,Berrada,Jawad,12.00,True
73942041,Nissani,Hajar,12.78,False
66376441,Baddi,Asmae,12.00,True
92214212,El-Khader,Hicham,12.00,True
49152306,Ezzedine,Amal,11.65,True
46279776,Idrisi,Nassim,13.43,False
85828368,Ouares,Ines,13.91,False
84931248,Arbi,Laila,13.36,False
54091618,Rifai,Malika,13.05,False
27070390,El-Bekkali,Hassan,13.67,False
60251853,El-Midani,Nour,13.69,False
73801476,Nadi,Othman,13.76,False
25176487,Anas,Wiam,14.26,False
59201033,El-Mansouri,Maha,16.35,False
35062206,El-Mekki,Malak,14.23,False
48334134,El-Idrissi,Hassan,13.51,False
57785456,Maid,Kawtar,13.65,False
57283480,Anas,Younes,9.78,True
95586003,Saghir,Youssef,17.52,False
30843296,El-Mekki,Ines,13.32,False
18388787,Nadi,Hajar,10.22,True
46657796,Maddouri,Fatiha,12.83,False
60121172,El-Chaoui,Imane,14.99,False
41059192,Marhaba,Sanae,17.41,False
72183146,Ouazzani,Siham,12.58,False
13035541,Mouhammad,Loubna,14.86,False
26456283,Jouhari,Amine,12.00,True
30141586,Mejri,Youssef,17.78,False
61072533,Benkirane,Loubna,10.40,True
17583209,El-Qasimi,Zine,12.00,True
74588410,Chafik,Hanane,12.00,True
69535522,El-Basri,Salim,13.61,False
