apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
66141774,Benkirane,Fouad,10.78,True,9.56,12.00
34462736,Zayed,Dounia,12.57,False,12.00,13.15
87205287,El-Bay,Dounia,9.32,True,13.34,5.31
61461023,Cherkaoui,Hajar,14.04,False,12.00,16.09
92839140,Kabbour,Dari,13.14,False,14.29,12.00
61455530,Ait-Lahcen,Zine,13.18,False,14.36,12.00
17548754,Fattah,Nawel,10.89,True,12.31,9.47
89802536,El-Solh,Salim,9.35,True,6.84,11.86
57501364,Berrah,Najwa,15.19,False,15.58,14.80
30518617,Hajji,Kawtar,11.30,True,10.61,12.00
90569199,Berouane,Bilal,18.39,False,18.97,17.81
22135175,Djamel,Adil,14.29,False,14.45,14.14
14704189,Arbi,Laila,16.07,False,16.48,15.65
25415120,Lahrichi,Rama,14.21,False,12.80,15.62
29962256,El-Rahmani,Fouad,11.43,True,10.86,12.00
20612869,Mouhammad,Rachid,13.32,False,12.64,13.99
57761949,Fassi,Zaynab,11.82,True,9.99,13.64
63830043,Benno,Amal,11.74,True,11.62,11.87
31295400,Maha,Adil,12.53,False,9.33,15.73
66110542,Rabi,Samira,11.82,True,11.38,12.27
40031992,El-Aissawi,Brahim,15.89,False,14.20,17.59
64259908,Mejri,Hassan,12.14,False,15.78,8.51
36104001,Mourad,Loubna,13.23,False,16.21,10.26
40936277,Salhi,Amina,11.89,True,13.86,9.92
94827451,Aziz,Fatima,12.27,False,12.00,12.53
82105244,Tajar,Nasser,14.60,False,14.01,15.19
95588949,Berrah,Saber,14.98,False,14.08,15.89
90023592,Aissat,Said,12.95,False,13.97,11.93
68098717,Rkia,Hakim,14.56,False,12.00,17.13
87956839,Al-Mutawakkil,Rania,13.31,False,10.82,15.80
46190819,Chennouf,Fadoua,14.23,False,13.32,15.14
82720273,El-Gassimi,Nadia,13.13,False,12.00,14.26
75236473,El-Kosari,Jamal,12.78,False,13.56,12.00
60310362,Ouares,Rania,15.93,False,11.86,20.00
81788668,El-Bennani,Fadel,10.57,True,12.00,9.15
85761190,El-Benali,Mounir,13.08,False,14.16,12.00
11493970,El-Midani,Ali,13.33,False,12.00,14.66
81811666,Hasnaoui,Dounia,12.43,False,13.13,11.73
17984924,Berrada,Jawad,12.86,False,13.71,12.00
73942041,Nissani,Hajar,11.96,True,13.64,10.28
66376441,Baddi,Asmae,13.97,False,15.95,12.00
92214212,El-Khader,Hicham,13.70,False,12.00,15.39
49152306,Ezzedine,Amal,10.77,True,12.00,9.54
46279776,Idrisi,Nassim,11.83,True,12.36,11.30
85828368,Ouares,Ines,16.23,False,14.26,18.20
84931248,Arbi,Laila,14.24,False,16.49,12.00
54091618,Rifai,Malika,13.02,False,14.03,12.00
27070390,El-Bekkali,Hassan,14.65,False,16.27,13.03
60251853,El-Midani,Nour,11.84,True,12.00,11.67
73801476,Nadi,Othman,14.21,False,15.06,13.36
25176487,Anas,Wiam,12.23,False,12.47,12.00
59201033,El-Mansouri,Maha,14.31,False,13.82,14.80
35062206,El-Mekki,Malak,13.99,False,12.00,15.98
48334134,El-Idrissi,Hassan,14.59,False,17.17,12.00
57785456,Maid,Kawtar,11.03,True,11.65,10.41
57283480,Anas,Younes,13.63,False,13.81,13.45
95586003,Saghir,Youssef,13.01,False,14.02,12.00
30843296,El-Mekki,Ines,12.87,False,13.94,11.80
18388787,Nadi,Hajar,15.05,False,13.01,17.09
46657796,Maddouri,Fatiha,11.94,True,10.84,13.04
60121172,El-Chaoui,Imane,16.39,False,14.39,18.40
41059192,Marhaba,Sanae,14.19,False,13.94,14.44
72183146,Ouazzani,Siham,14.05,False,12.66,15.44
13035541,Mouhammad,Loubna,17.73,False,15.45,20.00
26456283,Jouhari,Amine,11.93,True,12.67,11.19
30141586,Mejri,Youssef,10.07,True,6.83,13.31
61072533,Benkirane,Loubna,14.97,False,13.99,15.95
17583209,El-Qasimi,Zine,11.30,True,11.69,10.92
74588410,Chafik,Hanane,15.00,False,13.99,16.02
69535522,El-Basri,Salim,15.76,False,13.95,17.58
