apogee,nom,prenom,mark,rattrapage
66141774,Benkirane,Fouad,12.00,True
34462736,Zayed,Dounia,11.29,True
87205287,El-Bay,Dounia,17.75,False
61461023,Cherkaoui,Hajar,19.74,False
92839140,Kabbour,Dari,16.73,False
61455530,Ait-Lahcen,Zine,13.32,False
17548754,Fattah,Nawel,12.00,True
89802536,El-Solh,Salim,12.48,False
57501364,Berrah,Najwa,14.51,False
30518617,Hajji,Kawtar,12.00,True
90569199,Berouane,Bilal,15.35,False
22135175,Djamel,Adil,14.84,False
14704189,Arbi,Laila,9.36,True
25415120,Lahrichi,Rama,15.33,False
29962256,El-Rahmani,Fouad,17.13,False
20612869,Mouhammad,Rachid,14.37,False
57761949,Fassi,Zaynab,14.92,False
63830043,Benno,Amal,15.75,False
31295400,Maha,Adil,17.65,False
66110542,Rabi,Samira,12.00,True
40031992,El-Aissawi,Brahim,11.91,True
64259908,Mejri,Hassan,19.43,False
36104001,Mourad,Loubna,11.30,True
40936277,Salhi,Amina,12.00,True
94827451,Aziz,Fatima,14.23,False
82105244,Tajar,Nasser,13.81,False
95588949,Berrah,Saber,14.12,False
90023592,Aissat,Said,15.14,False
68098717,Rkia,Hakim,13.92,False
87956839,Al-Mutawakkil,Rania,17.70,False
46190819,Chennouf,Fadoua,13.93,False
82720273,El-Gassimi,Nadia,12.34,False
75236473,El-Kosari,Jamal,16.34,False
60310362,Ouares,Rania,16.07,False
81788668,El-Bennani,Fadel,18.19,False
85761190,El-Benali,Mounir,17.33,False
11493970,El-Midani,Ali,14.88,False
81811666,Hasnaoui,Dounia,18.07,False
17984924,Berrada,Jawad,15.71,False
73942041,Nissani,Hajar,16.19,False
66376441,Baddi,Asmae,14.48,False
92214212,El-Khader,Hicham,12.00,True
49152306,Ezzedine,Amal,17.80,False
46279776,Idrisi,Nassim,15.78,False
85828368,Ouares,Ines,13.04,False
84931248,Arbi,Laila,14.18,False
54091618,Rifai,Malika,12.00,True
27070390,El-Bekkali,Hassan,17.22,False
60251853,El-Midani,Nour,11.38,True
73801476,Nadi,Othman,17.68,False
25176487,Anas,Wiam,12.00,True
59201033,El-Mansouri,Maha,17.28,False
35062206,El-Mekki,Malak,13.64,False
48334134,El-Idrissi,Hassan,10.61,True
57785456,Maid,Kawtar,14.25,False
57283480,Anas,Younes,18.93,False
95586003,Saghir,Youssef,13.65,False
30843296,El-Mekki,Ines,12.96,False
18388787,Nadi,Hajar,12.00,True
46657796,Maddouri,Fatiha,15.21,False
60121172,El-Chaoui,Imane,17.99,False
41059192,Marhaba,Sanae,14.92,False
72183146,Ouazzani,Siham,15.84,False
13035541,Mouhammad,Loubna,17.46,False
26456283,Jouhari,Amine,15.86,False
30141586,Mejri,Youssef,14.55,False
61072533,Benkirane,Loubna,14.17,False
17583209,El-Qasimi,Zine,17.00,False
74588410,Chafik,Hanane,17.33,False
69535522,El-Basri,Salim,17.02,False
