apogee,nom,prenom,mark,rattrapage
66141774,Benkirane,Fouad,14.82,False
34462736,Zayed,Dounia,15.41,False
87205287,El-Bay,Dounia,15.41,False
61461023,Cherkaoui,Hajar,14.70,False
92839140,Kabbour,Dari,12.27,False
61455530,Ait-Lahcen,Zine,13.47,False
17548754,Fattah,Nawel,16.92,False
89802536,El-Solh,Salim,13.19,False
57501364,Berrah,Najwa,14.28,False
30518617,Hajji,Kawtar,16.22,False
90569199,Berouane,Bilal,12.00,True
22135175,Djamel,Adil,14.55,False
14704189,Arbi,Laila,18.00,False
25415120,Lahrichi,Rama,13.46,False
29962256,El-Rahmani,Fouad,11.61,True
20612869,Mouhammad,Rachid,12.63,False
57761949,Fassi,Zaynab,14.67,False
63830043,Benno,Amal,16.80,False
31295400,Maha,Adil,16.55,False
66110542,Rabi,Samira,16.04,False
40031992,El-Aissawi,Brahim,15.80,False
64259908,Mejri,Hassan,14.52,False
36104001,Mourad,Loubna,14.42,False
40936277,Salhi,Amina,16.07,False
94827451,Aziz,Fatima,12.77,False
82105244,Tajar,Nasser,16.53,False
95588949,Berrah,Saber,14.73,False
90023592,Aissat,Said,14.88,False
68098717,Rkia,Hakim,14.45,False
87956839,Al-Mutawakkil,Rania,15.81,False
46190819,Chennouf,Fadoua,14.14,False
82720273,El-Gassimi,Nadia,15.75,False
75236473,El-Kosari,Jamal,18.41,False
60310362,Ouares,Rania,14.66,False
81788668,El-Bennani,Fadel,12.00,True
85761190,El-Benali,Mounir,16.07,False
11493970,El-Midani,Ali,13.46,False
81811666,Hasnaoui,Dounia,12.00,True
17984924,Berrada,Jawad,17.48,False
73942041,Nissani,Hajar,12.00,True
66376441,Baddi,Asmae,17.74,False
92214212,El-Khader,Hicham,12.00,True
49152306,Ezzedine,Amal,16.00,False
46279776,Idrisi,Nassim,14.41,False
85828368,Ouares,Ines,17.63,False
84931248,Arbi,Laila,13.95,False
54091618,Rifai,Malika,16.07,False
27070390,El-Bekkali,Hassan,12.49,False
60251853,El-Midani,Nour,15.35,False
73801476,Nadi,Othman,15.51,False
25176487,Anas,Wiam,20.00,False
59201033,El-Mansouri,Maha,10.30,True
35062206,El-Mekki,Malak,10.21,True
48334134,El-Idrissi,Hassan,13.81,False
57785456,Maid,Kawtar,12.61,False
57283480,Anas,Younes,14.25,False
95586003,Saghir,Youssef,12.00,True
30843296,El-Mekki,Ines,13.44,False
18388787,Nadi,Hajar,12.00,True
46657796,Maddouri,Fatiha,10.68,True
60121172,El-Chaoui,Imane,12.41,False
41059192,Marhaba,Sanae,14.04,False
72183146,Ouazzani,Siham,12.00,True
13035541,Mouhammad,Loubna,19.28,False
26456283,Jouhari,Amine,20.00,False
30141586,Mejri,Youssef,14.03,False
61072533,Benkirane,Loubna,15.58,False
17583209,El-Qasimi,Zine,16.22,False
74588410,Chafik,Hanane,13.82,False
69535522,El-Basri,Salim,15.67,False
