apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
66141774,Benkirane,Fouad,15.46,False,14.73,16.20
34462736,Zayed,Dounia,12.75,False,12.00,13.49
87205287,El-Bay,Dounia,17.09,False,20.00,14.19
61461023,Cherkaoui,Hajar,15.40,False,17.72,13.09
92839140,Kabbour,Dari,16.07,False,19.50,12.64
61455530,Ait-Lahcen,Zine,12.54,False,12.68,12.41
17548754,Fattah,Nawel,11.02,True,10.04,12.00
89802536,El-Solh,Salim,15.56,False,16.90,14.22
57501364,Berrah,Najwa,12.00,True,12.00,12.00
30518617,Hajji,Kawtar,13.69,False,14.80,12.58
90569199,Berouane,Bilal,12.46,False,9.92,15.01
22135175,Djamel,Adil,15.82,False,12.00,19.65
14704189,Arbi,Laila,13.77,False,12.84,14.69
25415120,Lahrichi,Rama,12.91,False,11.68,14.14
29962256,El-Rahmani,Fouad,13.62,False,13.29,13.95
20612869,Mouhammad,Rachid,11.45,True,11.80,11.10
57761949,Fassi,Zaynab,14.05,False,15.73,12.37
63830043,Benno,Amal,13.16,False,13.77,12.55
31295400,Maha,Adil,11.86,True,6.83,16.89
66110542,Rabi,Samira,15.04,False,15.08,14.99
40031992,El-Aissawi,Brahim,15.96,False,16.37,15.54
64259908,Mejri,Hassan,13.12,False,13.32,12.92
36104001,Mourad,Loubna,13.76,False,12.00,15.52
40936277,Salhi,Amina,16.13,False,13.55,18.71
94827451,Aziz,Fatima,14.36,False,15.20,13.52
82105244,Tajar,Nasser,9.03,True,6.76,11.30
95588949,Berrah,Saber,13.11,False,11.09,15.13
90023592,Aissat,Said,12.21,False,10.85,13.56
68098717,Rkia,Hakim,15.45,False,16.76,14.13
87956839,Al-Mutawakkil,Rania,14.43,False,12.00,16.86
46190819,Chennouf,Fadoua,14.90,False,12.88,16.92
82720273,El-Gassimi,Nadia,13.36,False,14.71,12.00
75236473,El-Kosari,Jamal,14.27,False,13.71,14.83
60310362,Ouares,Rania,13.17,False,12.00,14.34
81788668,El-Bennani,Fadel,17.41,False,16.37,18.45
85761190,El-Benali,Mounir,9.02,True,12.00,6.04
11493970,El-Midani,Ali,12.63,False,12.00,13.26
81811666,Hasnaoui,Dounia,15.87,False,17.55,14.18
17984924,Berrada,Jawad,13.71,False,14.17,13.24
73942041,Nissani,Hajar,11.84,True,11.68,12.00
66376441,Baddi,Asmae,13.07,False,14.14,12.00
92214212,El-Khader,Hicham,12.47,False,12.00,12.94
49152306,Ezzedine,Amal,13.12,False,12.78,13.47
46279776,Idrisi,Nassim,16.25,False,14.24,18.26
85828368,Ouares,Ines,14.70,False,17.40,12.00
84931248,Arbi,Laila,13.46,False,10.39,16.54
54091618,Rifai,Malika,12.72,False,14.08,11.37
27070390,El-Bekkali,Hassan,13.30,False,12.52,14.09
60251853,El-Midani,Nour,17.81,False,15.62,20.00
73801476,Nadi,Othman,11.91,True,12.00,11.81
25176487,Anas,Wiam,12.47,False,12.59,12.36
59201033,El-Mansouri,Maha,14.62,False,14.99,14.25
35062206,El-Mekki,Malak,13.70,False,12.00,15.39
48334134,El-Idrissi,Hassan,14.68,False,14.19,15.18
57785456,Maid,Kawtar,14.03,False,11.68,16.37
57283480,Anas,Younes,13.39,False,11.15,15.63
95586003,Saghir,Youssef,13.59,False,12.00,15.17
30843296,El-Mekki,Ines,14.35,False,12.00,16.69
18388787,Nadi,Hajar,14.09,False,13.86,14.31
46657796,Maddouri,Fatiha,11.68,True,11.37,12.00
60121172,El-Chaoui,Imane,13.16,False,13.91,12.40
41059192,Marhaba,Sanae,15.58,False,17.13,14.03
72183146,Ouazzani,Siham,15.52,False,14.10,16.94
13035541,Mouhammad,Loubna,14.79,False,14.67,14.92
26456283,Jouhari,Amine,12.21,False,15.60,8.82
30141586,Mejri,Youssef,11.39,True,10.79,12.00
61072533,Benkirane,Loubna,14.00,False,16.70,11.30
17583209,El-Qasimi,Zine,12.39,False,12.37,12.42
74588410,Chafik,Hanane,12.18,False,12.37,12.00
69535522,El-Basri,Salim,17.09,False,14.19,20.00
