apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
66141774,Benkirane,Fouad,10.43,True,8.85,12.00
34462736,Zayed,Dounia,13.83,False,9.91,17.75
87205287,El-Bay,Dounia,13.01,False,14.02,12.00
61461023,Cherkaoui,Hajar,13.86,False,13.56,14.15
92839140,Kabbour,Dari,13.21,False,11.51,14.92
61455530,Ait-Lahcen,Zine,13.84,False,15.71,11.96
17548754,Fattah,Nawel,10.65,True,7.83,13.47
89802536,El-Solh,Salim,14.52,False,13.61,15.43
57501364,Berrah,Najwa,13.86,False,12.00,15.72
30518617,Hajji,Kawtar,13.01,False,14.02,12.00
90569199,Berouane,Bilal,14.05,False,11.97,16.14
22135175,Djamel,Adil,13.25,False,13.55,12.95
14704189,Arbi,Laila,11.97,True,10.66,13.28
25415120,Lahrichi,Rama,10.50,True,12.00,9.01
29962256,El-Rahmani,Fouad,14.03,False,13.31,14.75
20612869,Mouhammad,Rachid,12.38,False,12.00,12.75
57761949,Fassi,Zaynab,13.18,False,13.56,12.80
63830043,Benno,Amal,16.55,False,18.69,14.42
31295400,Maha,Adil,18.03,False,16.47,19.59
66110542,Rabi,Samira,12.96,False,11.53,14.39
40031992,El-Aissawi,Brahim,16.57,False,19.35,13.78
64259908,Mejri,Hassan,14.63,False,13.34,15.93
36104001,Mourad,Loubna,14.23,False,14.33,14.13
40936277,Salhi,Amina,12.64,False,12.37,12.91
94827451,Aziz,Fatima,12.70,False,13.40,12.00
82105244,Tajar,Nasser,16.47,False,17.01,15.93
95588949,Berrah,Saber,11.88,True,14.32,9.44
90023592,Aissat,Said,15.75,False,15.77,15.72
68098717,Rkia,Hakim,16.22,False,18.07,14.37
87956839,Al-Mutawakkil,Rania,13.29,False,14.11,12.48
46190819,Chennouf,Fadoua,14.43,False,14.66,14.20
82720273,El-Gassimi,Nadia,14.94,False,12.91,16.97
75236473,El-Kosari,Jamal,12.07,False,12.92,11.21
60310362,Ouares,Rania,12.66,False,12.00,13.31
81788668,El-Bennani,Fadel,14.81,False,14.14,15.48
85761190,El-Benali,Mounir,11.91,True,13.06,10.76
11493970,El-Midani,Ali,13.00,False,14.01,12.00
81811666,Hasnaoui,Dounia,16.76,False,17.59,15.93
17984924,Berrada,Jawad,13.88,False,14.25,13.52
73942041,Nissani,Hajar,15.71,False,17.22,14.21
66376441,Baddi,Asmae,12.00,False,12.00,12.00
92214212,El-Khader,Hicham,10.54,True,8.81,12.27
49152306,Ezzedine,Amal,15.22,False,14.69,15.75
46279776,Idrisi,Nassim,13.43,False,14.87,12.00
85828368,Ouares,Ines,12.35,False,12.70,12.00
84931248,Arbi,Laila,12.52,False,12.00,13.03
54091618,Rifai,Malika,12.06,False,13.40,10.72
27070390,El-Bekkali,Hassan,13.01,False,12.27,13.75
60251853,El-Midani,Nour,13.70,False,12.00,15.39
73801476,Nadi,Othman,12.78,False,10.35,15.21
25176487,Anas,Wiam,12.00,True,12.00,12.00
59201033,El-Mansouri,Maha,14.96,False,14.22,15.69
35062206,El-Mekki,Malak,14.83,False,14.29,15.37
48334134,El-Idrissi,Hassan,11.28,True,12.00,10.56
57785456,Maid,Kawtar,13.98,False,14.69,13.28
57283480,Anas,Younes,12.69,False,14.82,10.55
95586003,Saghir,Youssef,14.07,False,12.25,15.90
30843296,El-Mekki,Ines,11.82,True,9.80,13.85
18388787,Nadi,Hajar,13.62,False,14.00,13.24
46657796,Maddouri,Fatiha,13.96,False,9.74,18.17
60121172,El-Chaoui,Imane,13.33,False,12.00,14.66
41059192,Marhaba,Sanae,13.21,False,15.00,11.41
72183146,Ouazzani,Siham,13.86,False,12.46,15.25
13035541,Mouhammad,Loubna,14.46,False,14.06,14.87
26456283,Jouhari,Amine,9.25,True,8.97,9.54
30141586,Mejri,Youssef,12.51,False,16.08,8.94
61072533,Benkirane,Loubna,11.00,True,10.86,11.13
17583209,El-Qasimi,Zine,12.93,False,13.86,12.00
74588410,Chafik,Hanane,16.19,False,14.26,18.12
69535522,El-Basri,Salim,12.39,False,13.01,11.78
