apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
98121898,Tawfik,Rim,13.45,False,14.90,12.00
36986525,Ouaji,Hassan,13.45,False,14.32,12.57
72293590,Fakir,Hassan,12.88,False,12.70,13.07
60188590,Bentaib,Youssef,13.10,False,12.00,14.20
81552017,Hasnaoui,Rim,16.56,False,14.65,18.47
22767080,El-Mekki,Khaled,13.34,False,12.52,14.15
83432012,Tajar,Amina,13.70,False,13.36,14.03
66999967,Belaid,Nadia,13.95,False,14.28,13.62
91547781,Zikhri,Ahmed,14.01,False,12.00,16.01
21954568,Jouhari,Imad,13.53,False,12.82,14.23
25407816,Shami,Said,14.56,False,14.32,14.80
72433484,Cherkaoui,Sofia,14.55,False,14.06,15.04
12819739,Maid,Rania,12.14,False,12.28,12.00
48365163,Rihani,Rama,11.90,True,12.32,11.48
69936758,El-Kammouni,Fouad,15.10,False,13.37,16.83
39739817,Aziz,Riyad,17.34,False,18.97,15.72
69051062,El-Ayyad,Ismail,16.91,False,14.12,19.70
45755099,Ouchrif,Mouna,13.48,False,12.93,14.03
88904661,Zarrouk,Adil,13.00,False,14.02,11.97
82250542,Berrada,Mohcine,9.49,True,12.00,6.98
94718756,Saoud,Hassan,14.09,False,14.12,14.07
13088211,Nasser,Faycal,12.84,False,14.03,11.66
99509361,Housni,Ismail,12.84,False,13.28,12.39
77781257,Haddouchi,Amal,11.79,True,14.43,9.16
88373562,Dahbi,Laila,14.72,False,13.21,16.23
54541498,Zarouk,Mohammed,13.01,False,11.96,14.06
31741760,Idrisi,Nour,12.83,False,11.76,13.90
29089104,Hassani,Yassine,14.93,False,16.30,13.56
36871734,El-Talbi,Lahcen,10.54,True,9.56,11.53
88864305,Lahouari,Latifa,13.50,False,12.45,14.55
97419599,Al-Mutawakkil,Ahmed,12.22,False,12.00,12.45
90533809,Amari,Sami,11.71,True,12.00,11.41
20470749,Maki,Mouna,14.95,False,12.50,17.39
32490508,Nasser,Hind,12.43,False,12.00,12.85
34194426,Tazi,Hanane,13.66,False,13.63,13.68
26189878,Ammi,Chafia,13.13,False,12.33,13.93
12689768,El-Farouki,Maya,12.00,False,12.00,12.00
83025353,Zarrouk,Fatima,12.67,False,14.83,10.51
23084028,El-Kherfi,Kenza,11.63,True,12.00,11.27
99230218,El-Chaoui,Hassan,13.70,False,13.39,14.00
63517772,Benbihi,Fatima,11.97,True,9.45,14.50
73995488,Al-Hadri,Bilal,13.68,False,13.96,13.40
82721476,Chafik,Khalil,17.12,False,16.57,17.68
68828007,Benali,Tariq,14.94,False,12.00,17.88
78967110,Al-Mutawakkil,Marouane,12.19,False,12.63,11.75
57797017,Faiyaz,Tarek,13.46,False,12.00,14.91
59628491,Alami,Samir,12.42,False,9.91,14.93
33812858,Bouzid,Hassan,12.59,False,14.38,10.79
61844460,Yachou,Nadia,12.40,False,11.24,13.56
12025609,Goussar,Khadija,15.12,False,19.33,10.91
45029871,Essamadi,Mouna,11.96,True,11.93,12.00
90174316,Akoubri,Rania,16.80,False,19.26,14.35
24050048,El-Khayat,Hamza,14.34,False,14.16,14.52
77412876,Hassani,Rania,13.75,False,14.94,12.57
73312471,Ouazzani,Khaled,12.00,False,12.00,12.00
31665366,Kachkach,Tariq,11.79,True,12.00,11.57
32604569,Ammi,Soufiane,12.77,False,14.19,11.36
77469493,Benali,Mohcine,15.20,False,15.59,14.80
35632193,Al-Hadri,Mounir,11.15,True,10.96,11.34
87376313,Fikri,Ibrahim,16.07,False,12.70,19.45
74557140,Haidari,Maya,11.05,True,10.11,12.00
99754555,El-Kammouni,Salim,13.71,False,13.29,14.14
91299310,Maki,Chafik,14.09,False,12.47,15.70
42903936,Tazi,Yassine,12.00,False,12.00,12.00
58506985,Chennouf,Meriem,15.61,False,15.40,15.81
17325324,Maha,Wafaa,16.84,False,16.69,16.99
58065281,El-Atmani,Oumayma,12.52,False,11.37,13.68
96189982,Al-Hossaini,Adil,16.06,False,19.44,12.68
96480119,Toulal,Ibrahim,15.13,False,14.27,15.99
13872520,Khabir,Imad,14.18,False,16.36,12.00
