apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
98121898,Tawfik,Rim,14.96,False,12.00,17.91
36986525,Ouaji,Hassan,14.38,False,15.41,13.36
72293590,Fakir,Hassan,11.36,True,10.91,11.81
60188590,Bentaib,Youssef,11.72,True,12.26,11.18
81552017,Hasnaoui,Rim,17.06,False,14.12,20.00
22767080,El-Mekki,Khaled,14.33,False,13.10,15.56
83432012,Tajar,Amina,13.96,False,13.78,14.15
66999967,Belaid,Nadia,13.54,False,13.92,13.16
91547781,Zikhri,Ahmed,13.96,False,15.02,12.90
21954568,Jouhari,Imad,13.75,False,11.07,16.42
25407816,Shami,Said,13.32,False,14.63,12.00
72433484,Cherkaoui,Sofia,12.00,False,12.00,12.00
12819739,Maid,Rania,11.77,True,8.35,15.20
48365163,Rihani,Rama,14.16,False,12.76,15.57
69936758,El-Kammouni,Fouad,17.60,False,16.13,19.07
39739817,Aziz,Riyad,13.85,False,15.18,12.52
69051062,El-Ayyad,Ismail,12.86,False,12.31,13.41
45755099,Ouchrif,Mouna,11.32,True,12.00,10.64
88904661,Zarrouk,Adil,11.29,True,10.23,12.34
82250542,Berrada,Mohcine,14.18,False,15.32,13.03
94718756,Saoud,Hassan,14.77,False,15.64,13.90
13088211,Nasser,Faycal,12.53,False,12.38,12.68
99509361,Housni,Ismail,14.70,False,19.43,9.96
77781257,Haddouchi,Amal,15.44,False,15.67,15.21
88373562,Dahbi,Laila,12.70,False,13.40,12.00
54541498,Zarouk,Mohammed,15.63,False,16.27,15.00
31741760,Idrisi,Nour,12.31,False,11.37,13.25
29089104,Hassani,Yassine,13.55,False,13.75,13.36
36871734,El-Talbi,Lahcen,13.00,False,11.89,14.10
88864305,Lahouari,Latifa,14.55,False,16.70,12.41
97419599,Al-Mutawakkil,Ahmed,12.25,False,11.45,13.06
90533809,Amari,Sami,17.66,False,17.03,18.28
20470749,Maki,Mouna,12.58,False,13.16,12.00
32490508,Nasser,Hind,11.20,True,10.39,12.00
34194426,Tazi,Hanane,13.88,False,15.75,12.00
26189878,Ammi,Chafia,16.93,False,13.87,20.00
12689768,El-Farouki,Maya,14.78,False,16.12,13.44
83025353,Zarrouk,Fatima,10.70,True,12.29,9.12
23084028,El-Kherfi,Kenza,12.95,False,12.00,13.90
99230218,El-Chaoui,Hassan,14.50,False,12.53,16.46
63517772,Benbihi,Fatima,11.81,True,12.78,10.85
73995488,Al-Hadri,Bilal,13.02,False,12.00,14.04
82721476,Chafik,Khalil,11.53,True,12.00,11.06
68828007,Benali,Tariq,13.59,False,14.66,12.51
78967110,Al-Mutawakkil,Marouane,15.94,False,18.29,13.59
57797017,Faiyaz,Tarek,15.32,False,14.25,16.40
59628491,Alami,Samir,12.20,False,12.39,12.00
33812858,Bouzid,Hassan,18.31,False,17.23,19.40
61844460,Yachou,Nadia,14.90,False,14.51,15.29
12025609,Goussar,Khadija,15.32,False,20.00,10.65
45029871,Essamadi,Mouna,13.91,False,13.98,13.85
90174316,Akoubri,Rania,14.40,False,15.44,13.37
24050048,El-Khayat,Hamza,13.36,False,14.02,12.69
77412876,Hassani,Rania,9.39,True,10.41,8.37
73312471,Ouazzani,Khaled,13.20,False,14.06,12.34
31665366,Kachkach,Tariq,12.39,False,13.03,11.76
32604569,Ammi,Soufiane,11.84,True,11.68,12.00
77469493,Benali,Mohcine,13.36,False,14.27,12.45
35632193,Al-Hadri,Mounir,15.88,False,15.42,16.34
87376313,Fikri,Ibrahim,13.82,False,12.73,14.92
74557140,Haidari,Maya,12.70,False,13.57,11.83
99754555,El-Kammouni,Salim,13.09,False,14.18,12.00
91299310,Maki,Chafik,12.41,False,12.00,12.83
42903936,Tazi,Yassine,11.82,True,12.00,11.64
58506985,Chennouf,Meriem,10.78,True,11.38,10.17
17325324,Maha,Wafaa,13.61,False,14.05,13.17
58065281,El-Atmani,Oumayma,16.07,False,18.58,13.56
96189982,Al-Hossaini,Adil,16.08,False,17.40,14.76
96480119,Toulal,Ibrahim,11.86,True,11.71,12.00
13872520,Khabir,Imad,15.69,False,14.50,16.87
