apogee,nom,prenom,mark,rattrapage
34616207,Fattah,Rim,12.70,False
19637826,Didi,Samira,16.35,False
93875780,El-Fassi,Zaid,12.00,True
51455174,Al-Karim,Meryem,14.83,False
17469335,Faiyaz,Loubna,13.52,False
99319458,Rafik,Sofia,14.04,False
82110308,Al-Khiyari,Adil,12.00,True
57410840,Rifai,Abdelkader,16.95,False
37251789,Meriem,Mohammed,15.82,False
94410242,El-Hariri,Aziz,11.57,True
33760418,El-Moudden,Adil,13.80,False
78341217,Ramdani,Rida,12.00,True
44215015,Boudiaf,Rania,12.00,True
87605502,El-Fassi,Samira,14.16,False
83585814,Jabari,Fatiha,17.70,False
28787964,El-Mekki,Samira,13.35,False
98718806,El-Bekkali,Anissa,10.53,True
77246649,Ibrahim,Nour,13.30,False
89549000,El-Soufi,Jawad,9.86,True
85025973,Saib,Widad,13.18,False
42266475,Goussar,Leila,13.88,False
61280824,Hassani,Hicham,12.00,True
73291210,El-Rahmani,Hassan,11.40,True
47317280,El-Solh,Rachid,14.78,False
39357613,Tahiri,Yasmine,12.00,True
29684908,El-Ayyad,Zine,15.94,False
62505279,Zayed,Kawtar,11.92,True
64879518,Berrah,Ibrahim,11.13,True
73225518,El-Mekki,Jawad,18.95,False
41448344,Oukhira,Samira,13.17,False
60753689,Daoudi,Khadija,15.69,False
86978042,Anas,Ahmed,13.41,False
96424042,El-Basri,Younes,16.42,False
38637708,Idrisi,Hossam,13.13,False
98313058,Lahiji,Wafaa,13.84,False
57830356,El-Massiri,Chafik,11.58,True
87371199,Kebdani,Jawad,12.00,True
26657301,Houri,Faycal,12.61,False
39977151,Hasnaoui,Rida,14.31,False
14440749,Sboui,Hanae,12.41,False
65728165,Anouar,Jawad,17.17,False
85620120,Boudiaf,Youssef,12.41,False
74227007,El-Saadi,Israa,18.09,False
90871815,Bennani,Meriem,12.00,True
79451885,Rizki,Meriem,12.94,False
33065981,Rabi,Sara,12.00,True
97360616,Al-Fadli,Karim,13.72,False
14535472,EL-OTMANI,Wissal,14.82,False
27335462,Hafidi,Layla,12.00,True
79316340,Sabri,Omar,13.48,False
45668142,Haddouchi,Mouna,11.52,True
33737277,El-Khoury,Hicham,15.53,False
19802515,Anouar,Rachid,12.00,True
98943925,Faiyaz,Mounir,13.61,False
67950163,Khabir,Mohammed,12.00,True
68967594,Fattah,Husain,12.00,True
48975558,Ouazzani,Zahra,12.79,False
39954525,Moutaouakkil,Fatiha,14.60,False
54738343,Lahrichi,Meriem,12.47,False
51142308,El-Bay,Maha,15.07,False
11535043,Houri,Fatima,15.00,False
46880161,Moussaoui,Hajar,17.13,False
86844940,Berouane,Hanane,9.09,True
58117482,Ouarzazi,Samia,16.32,False
44994769,Benbihi,Anas,13.51,False
45270255,Haidari,Badr,10.35,True
57618319,Zouaoui,Najia,14.00,False
45315957,Amari,Yahya,9.55,True
66004615,El-Aissawi,Yousra,12.51,False
70118703,Fattah,Rim,15.72,False
