apogee,nom,prenom,mark,rattrapage
34616207,Fattah,Rim,12.38,False
19637826,Didi,Samira,11.00,True
93875780,El-Fassi,Zaid,15.57,False
51455174,Al-Karim,Meryem,15.10,False
17469335,Faiyaz,Loubna,13.06,False
99319458,Rafik,Sofia,15.86,False
82110308,Al-Khiyari,Adil,13.21,False
57410840,Rifai,Abdelkader,14.67,False
37251789,Meriem,Mohammed,16.45,False
94410242,El-Hariri,Aziz,12.87,False
33760418,El-Moudden,Adil,16.59,False
78341217,Ramdani,Rida,12.00,True
44215015,Boudiaf,Rania,15.51,False
87605502,El-Fassi,Samira,11.75,True
83585814,Jabari,Fatiha,12.00,True
28787964,El-Mekki,Samira,16.17,False
98718806,El-Bekkali,Anissa,12.48,False
77246649,Ibrahim,Nour,19.96,False
89549000,El-Soufi,Jawad,12.60,False
85025973,Saib,Widad,14.83,False
42266475,Goussar,Leila,14.67,False
61280824,Hassani,Hicham,11.98,True
73291210,El-Rahmani,Hassan,12.00,True
47317280,El-Solh,Rachid,13.81,False
39357613,Tahiri,Yasmine,12.00,True
29684908,El-Ayyad,Zine,13.18,False
62505279,Zayed,Kawtar,10.00,True
64879518,Berrah,Ibrahim,15.44,False
73225518,El-Mekki,Jawad,17.53,False
41448344,Oukhira,Samira,14.18,False
60753689,Daoudi,Khadija,12.00,True
86978042,Anas,Ahmed,14.18,False
96424042,El-Basri,Younes,12.00,True
38637708,Idrisi,Hossam,12.00,True
98313058,Lahiji,Wafaa,12.72,False
57830356,El-Massiri,Chafik,15.86,False
87371199,Kebdani,Jawad,14.93,False
26657301,Houri,Faycal,15.31,False
39977151,Hasnaoui,Rida,4.77,True
14440749,Sboui,Hanae,12.55,False
65728165,Anouar,Jawad,11.56,True
85620120,Boudiaf,Youssef,13.65,False
74227007,El-Saadi,Israa,12.00,True
90871815,Bennani,Meriem,13.16,False
79451885,Rizki,Meriem,16.32,False
33065981,Rabi,Sara,11.22,True
97360616,Al-Fadli,Karim,12.00,True
14535472,EL-OTMANI,Wissal,12.87,False
27335462,Hafidi,Layla,11.27,True
79316340,Sabri,Omar,10.79,True
45668142,Haddouchi,Mouna,13.90,False
33737277,El-Khoury,Hicham,12.00,True
19802515,Anouar,Rachid,11.41,True
98943925,Faiyaz,Mounir,12.00,True
67950163,Khabir,Mohammed,17.24,False
68967594,Fattah,Husain,15.69,False
48975558,Ouazzani,Zahra,11.21,True
39954525,Moutaouakkil,Fatiha,12.83,False
54738343,Lahrichi,Meriem,13.01,False
51142308,El-Bay,Maha,18.42,False
11535043,Houri,Fatima,17.37,False
46880161,Moussaoui,Hajar,12.00,True
86844940,Berouane,Hanane,13.83,False
58117482,Ouarzazi,Samia,13.72,False
44994769,Benbihi,Anas,9.94,True
45270255,Haidari,Badr,17.30,False
57618319,Zouaoui,Najia,12.00,True
45315957,Amari,Yahya,12.97,False
66004615,El-Aissawi,Yousra,11.04,True
70118703,Fattah,Rim,13.76,False
