apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
34616207,Fattah,Rim,14.76,False,14.40,15.12
19637826,Didi,Samira,13.04,False,14.09,12.00
93875780,El-Fassi,Zaid,12.00,True,12.00,12.00
51455174,Al-Karim,Meryem,14.51,False,16.34,12.68
17469335,Faiyaz,Loubna,11.05,True,12.00,10.10
99319458,Rafik,Sofia,14.81,False,15.57,14.05
82110308,Al-Khiyari,Adil,13.76,False,13.65,13.87
57410840,Rifai,Abdelkader,12.98,False,12.47,13.48
37251789,Meriem,Mohammed,11.96,True,11.93,12.00
94410242,El-Hariri,Aziz,14.02,False,13.27,14.76
33760418,El-Moudden,Adil,13.58,False,13.67,13.49
78341217,Ramdani,Rida,16.22,False,17.01,15.43
44215015,Boudiaf,Rania,15.73,False,17.33,14.14
87605502,El-Fassi,Samira,12.91,False,13.34,12.47
83585814,Jabari,Fatiha,10.99,True,10.04,11.95
28787964,El-Mekki,Samira,14.48,False,12.00,16.97
98718806,El-Bekkali,Anissa,14.21,False,10.86,17.56
77246649,Ibrahim,Nour,13.09,False,12.00,14.18
89549000,El-Soufi,Jawad,14.54,False,13.85,15.22
85025973,Saib,Widad,12.22,False,12.45,12.00
42266475,Goussar,Leila,12.93,False,11.59,14.28
61280824,Hassani,Hicham,12.71,False,14.53,10.88
73291210,El-Rahmani,Hassan,17.68,False,20.00,15.36
47317280,El-Solh,Rachid,12.73,False,14.92,10.55
39357613,Tahiri,Yasmine,14.91,False,17.30,12.52
29684908,El-Ayyad,Zine,14.86,False,10.91,18.81
62505279,Zayed,Kawtar,14.38,False,12.00,16.75
64879518,Berrah,Ibrahim,12.84,False,12.78,12.89
73225518,El-Mekki,Jawad,12.68,False,13.07,12.28
41448344,Oukhira,Samira,13.56,False,14.09,13.03
60753689,Daoudi,Khadija,14.75,False,16.07,13.42
86978042,Anas,Ahmed,11.54,True,12.00,11.07
96424042,El-Basri,Younes,12.91,False,15.93,9.90
38637708,Idrisi,Hossam,12.87,False,15.65,10.09
98313058,Lahiji,Wafaa,13.82,False,16.10,11.53
57830356,El-Massiri,Chafik,11.96,True,11.61,12.31
87371199,Kebdani,Jawad,13.62,False,12.00,15.23
26657301,Houri,Faycal,14.57,False,13.07,16.07
39977151,Hasnaoui,Rida,12.00,False,12.00,12.00
14440749,Sboui,Hanae,11.13,True,10.26,12.00
65728165,Anouar,Jawad,16.09,False,18.20,13.97
85620120,Boudiaf,Youssef,14.65,False,12.98,16.32
74227007,El-Saadi,Israa,13.37,False,13.98,12.75
90871815,Bennani,Meriem,10.73,True,10.96,10.49
79451885,Rizki,Meriem,8.95,True,6.86,11.03
33065981,Rabi,Sara,18.91,False,20.00,17.83
97360616,Al-Fadli,Karim,13.43,False,13.14,13.72
14535472,EL-OTMANI,Wissal,13.00,False,12.00,14.01
27335462,Hafidi,Layla,12.34,False,12.68,12.00
79316340,Sabri,Omar,13.12,False,14.25,12.00
45668142,Haddouchi,Mouna,16.49,False,15.54,17.44
33737277,El-Khoury,Hicham,15.15,False,14.16,16.15
19802515,Anouar,Rachid,12.43,False,12.00,12.87
98943925,Faiyaz,Mounir,13.64,False,12.00,15.28
67950163,Khabir,Mohammed,13.08,False,12.00,14.16
68967594,Fattah,Husain,13.12,False,14.24,12.00
48975558,Ouazzani,Zahra,13.65,False,14.94,12.36
39954525,Moutaouakkil,Fatiha,11.07,True,11.46,10.68
54738343,Lahrichi,Meriem,9.88,True,10.26,9.49
51142308,El-Bay,Maha,12.74,False,12.82,12.66
11535043,Houri,Fatima,13.86,False,13.81,13.90
46880161,Moussaoui,Hajar,14.51,False,17.02,12.00
86844940,Berouane,Hanane,11.16,True,11.88,10.45
58117482,Ouarzazi,Samia,12.95,False,13.90,12.00
44994769,Benbihi,Anas,15.89,False,19.38,12.40
45270255,Haidari,Badr,13.18,False,14.36,12.00
57618319,Zouaoui,Najia,13.90,False,15.80,12.00
45315957,Amari,Yahya,15.35,False,16.25,14.45
66004615,El-Aissawi,Yousra,12.52,False,11.01,14.02
70118703,Fattah,Rim,14.71,False,15.23,14.20
