apogee,nom,prenom,mark,rattrapage,marksub1,marksub2
34616207,Fattah,Rim,12.68,False,14.03,11.33
19637826,Didi,Samira,12.00,False,12.00,12.00
93875780,El-Fassi,Zaid,12.90,False,12.00,13.80
51455174,Al-Karim,Meryem,14.64,False,12.00,17.28
17469335,Faiyaz,Loubna,16.27,False,17.28,15.27
99319458,Rafik,Sofia,12.66,False,11.20,14.13
82110308,Al-Khiyari,Adil,14.61,False,14.11,15.12
57410840,Rifai,Abdelkader,13.44,False,14.88,12.00
37251789,Meriem,Mohammed,9.58,True,11.63,7.53
94410242,El-Hariri,Aziz,15.43,False,13.40,17.47
33760418,El-Moudden,Adil,12.84,False,13.67,12.00
78341217,Ramdani,Rida,14.57,False,14.38,14.75
44215015,Boudiaf,Rania,12.96,False,12.00,13.92
87605502,El-Fassi,Samira,12.36,False,13.76,10.95
83585814,Jabari,Fatiha,13.40,False,14.80,12.00
28787964,El-Mekki,Samira,13.58,False,11.35,15.81
98718806,El-Bekkali,Anissa,13.78,False,14.64,12.91
77246649,Ibrahim,Nour,15.32,False,14.21,16.43
89549000,El-Soufi,Jawad,10.53,True,12.00,9.05
85025973,Saib,Widad,15.20,False,15.53,14.86
42266475,Goussar,Leila,13.30,False,12.49,14.12
61280824,Hassani,Hicham,11.03,True,9.60,12.46
73291210,El-Rahmani,Hassan,12.00,True,12.00,12.00
47317280,El-Solh,Rachid,10.71,True,13.22,8.20
39357613,Tahiri,Yasmine,13.07,False,17.32,8.83
29684908,El-Ayyad,Zine,13.95,False,12.00,15.90
62505279,Zayed,Kawtar,15.46,False,12.39,18.54
64879518,Berrah,Ibrahim,13.47,False,12.00,14.94
73225518,El-Mekki,Jawad,12.79,False,13.58,12.00
41448344,Oukhira,Samira,14.22,False,16.45,12.00
60753689,Daoudi,Khadija,15.66,False,19.32,12.00
86978042,Anas,Ahmed,11.28,True,10.55,12.00
96424042,El-Basri,Younes,15.66,False,16.14,15.18
38637708,Idrisi,Hossam,12.12,False,11.32,12.92
98313058,Lahiji,Wafaa,15.06,False,17.06,13.06
57830356,El-Massiri,Chafik,11.37,True,12.00,10.73
87371199,Kebdani,Jawad,13.58,False,13.40,13.76
26657301,Houri,Faycal,12.16,False,12.33,12.00
39977151,Hasnaoui,Rida,15.66,False,11.31,20.00
14440749,Sboui,Hanae,12.03,False,11.78,12.28
65728165,Anouar,Jawad,16.57,False,17.84,15.31
85620120,Boudiaf,Youssef,11.05,True,10.11,12.00
74227007,El-Saadi,Israa,16.43,False,14.35,18.51
90871815,Bennani,Meriem,14.15,False,12.91,15.39
79451885,Rizki,Meriem,12.60,False,13.20,12.00
33065981,Rabi,Sara,12.37,False,9.13,15.60
97360616,Al-Fadli,Karim,13.39,False,16.37,10.40
14535472,EL-OTMANI,Wissal,12.00,True,12.00,12.00
27335462,Hafidi,Layla,10.28,True,11.85,8.71
79316340,Sabri,Omar,14.25,False,14.40,14.09
45668142,Haddouchi,Mouna,14.25,False,13.83,14.67
33737277,El-Khoury,Hicham,13.60,False,12.00,15.20
19802515,Anouar,Rachid,11.25,True,12.41,10.09
98943925,Faiyaz,Mounir,15.74,False,18.96,12.52
67950163,Khabir,Mohammed,14.46,False,14.45,14.47
68967594,Fattah,Husain,15.53,False,18.43,12.63
48975558,Ouazzani,Zahra,12.95,False,13.90,12.00
39954525,Moutaouakkil,Fatiha,13.72,False,15.44,12.00
54738343,Lahrichi,Meriem,13.86,False,13.52,14.20
51142308,El-Bay,Maha,11.21,True,12.00,10.42
11535043,Houri,Fatima,12.64,False,12.46,12.82
46880161,Moussaoui,Hajar,13.61,False,11.09,16.13
86844940,Berouane,Hanane,12.89,False,12.66,13.12
58117482,Ouarzazi,Samia,10.37,True,11.03,9.71
44994769,Benbihi,Anas,11.79,True,11.28,12.30
45270255,Haidari,Badr,12.62,False,12.00,13.23
57618319,Zouaoui,Najia,12.36,False,10.61,14.10
45315957,Amari,Yahya,13.00,False,10.84,15.17
66004615,El-Aissawi,Yousra,11.31,True,10.62,12.00
70118703,Fattah,Rim,14.56,False,14.20,14.92
